#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Seq, pmRA, pmDE, Bmag, Vmag, Jmag, Hmag, Ksmag, rmag, plx, Dist, RV, Vpar, Vper, Mass, M, Simbad, RAJ2000, DEJ2000, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Seq,pmRA,pmDE,Bmag,Vmag,Jmag,Hmag,Ksmag,rmag,plx,Dist,RV,Vpar,Vper,Mass,M,Simbad,RAJ2000,DEJ2000,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx_,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag_,e_Bmag,Vmag_,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag_,e_Jmag,Hmag_,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass_,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
174,116.400001525879,-11.7600002288818,8.69799995422363,8.05399990081787,6.85599994659424,6.60699987411499,6.53399991989136,NaN,21.7299995422363,4.40000009536743,37.5400009155273,25.5200004577637,0.379999995231628,1.11000001430511,b'M',b'Simbad',63.613564,12.435318,63.613564,12.435318,434229836,63.61356,12.435297,114.825,-13.0578,7.422,STAR,2mass,0.0768967144869713,20180610,19786,0675-00351-1,513-007279,04142723+1226070,,J041427.33+122607.0,3304412597612195328,41417345,,tmgaia,0.0925091,0.060405,tgas,20.9219,0.27272,tgas,180.888987,-26.849703,63.960487,-8.650573,8.706,0.034,8.05,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.856,0.019,6.607,0.021,6.534,0.017,AAA-111-111-000-0-0,25.2,6.525,0.082,6.511,0.022,6.554,0.016,6.46,0.056,7.8399,0.000345996,0.017,gaiaj,tplx,5811.72,17.1889,4.44981,0.0263506,0.14335,0.020902,1.48186,0.131183,1.41899,0.322617,0.436072,0.115811,DWARF,2.25698,0.3996025,47.79681,0.926227,0.727719,NaN,23,0.003128432,,,0.00333396
635,66.4800033569336,-17.8799991607666,9.75599956512451,9.00699996948242,7.62900018692017,7.30299997329712,7.22599983215332,NaN,18.5400009155273,10.8599996566772,41.8400001525879,17.6000003814697,0.300000011920929,1,b'M',b'Simbad',75.781908,13.730671,75.781908,13.730671,303760478,75.78192,13.730689,66.2557,-18.0343,8.261,STAR,2mass,0.0772019296032489,20180610,23498,0697-01892-1,519-009940,05030765+1343505,,J050307.70+134350.2,3391712034151625984,40743366,,tmgaia,0.0982572,0.0631387,tgas,18.8146,0.283638,tgas,187.414723,-16.577388,76.020041,-9.021254,9.682,0.05,9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.629,0.032,7.303,0.018,7.226,0.027,AAA-111-111-000-0-0,19.6,7.185,0.046,7.246,0.022,7.235,0.017,7.134,0.108,8.72911,0.000345996,0.02,gaiaj,tplx,5465.1,34.3245,NaN,NaN,0.139793,0.0166091,1.183,0.107032,1.13406,0.153157,0.684986,0.185923,DWARF,1.124752,0.203524,53.15021,1.1663,0.464751,NaN,62,0.0007027337,,,0.003622322
310,111.949996948242,-47.7299995422363,5.54400014877319,5.26399993896484,5.08599996566772,4.9210000038147,4.60699987411499,NaN,22.6599998474121,4.8899998664856,37.5800018310547,25.4599990844727,-0.300000011920929,1.8400000333786,b'M',b'Simbad',66.35423,22.199996,66.35423,22.199996,17414107,66.354225,22.199975,112,-47,5.36,STAR,2mass,0.07741514471179,20180610,20641,1277-01627-1,561-010014,04252499+2212000,,J042525.10+221159.4,,,,2mass,8,8,sblink,22.65,0.84,hip,174.647055,-18.536816,68.200162,0.532413,5.505,0.023,5.26685,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.086,0.25,4.921,0.23,4.607,0.016,DDA-331-111-000-0-0,16.9,4.668,0.246,4.367,0.176,4.663,0.015,4.606,0.03,NaN,NaN,0.251,vjk,hplx,7432.56,43.435,NaN,NaN,NaN,NaN,4.6048,0.410439,1.63906,0.377479,0.0167866,0.00448871,DWARF,58.30019,10.39293,44.15011,1.63736,0.531624,NaN,38,0.0008387059,,,1
633,60.0499992370605,-36.810001373291,NaN,NaN,12.6619997024536,12.048999786377,11.753999710083,16.7000007629395,17.3199996948242,13.8599996566772,41.1100006103516,19.25,-1.02999997138977,0.180000007152557,b'M',b'Simbad',75.776318,19.678787,75.776318,19.678787,69144221,75.776323,19.678766,59.913,-35.3307,14.45,STAR,2mass,0.0774765705387673,20180610,,,549-012368,05030630+1940436,,J050306.36+194043.1,3408679800670508928,,,tmgaia,2.20367,2.20365,hsoy,NaN,NaN,,182.363302,-13.1782,76.603005,-3.101465,19.661,0.162,17.057,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.662,0.023,12.049,0.022,11.754,0.02,AAA-222-111-000-0-0,15.1,11.546,0.023,11.36,0.02,11.131,0.15,8.795,NaN,15.6681,0.00226349,0.017,gaiaj,,3289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,88,0.3745444,,,NaN
640,69.9199981689453,3.6800000667572,10.8489999771118,9.88000011444092,8.1269998550415,7.63100004196167,7.51800012588501,9.57400035858154,20.1599998474121,11.8999996185303,42.2999992370605,16.4599990844727,0.419999986886978,0.870000004768372,b'M',b'Simbad',76.418241,6.465176,76.418241,6.465176,373420734,76.418253,6.465158,63.34,5.12,8.948,STAR,2mass,0.0777278505488614,20180610,23701,0110-01206-1,483-010246,05054038+0627545,,J050540.42+062754.7,3240238398866400256,38932325,,tmgaia,2,2,sblink,13.78,2.08,hip,194.184851,-20.024991,75.928819,-16.313162,10.862,0.033,9.86,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.127,0.027,7.631,0.031,7.518,0.021,AAA-111-111-000-0-0,16.1,7.412,0.031,7.471,0.02,7.43,0.016,7.267,0.141,9.55566,0.000345996,0.019,gaiaj,hplx,4860,80,NaN,NaN,NaN,NaN,1.04405,0.311171,0.758235,0.0895191,1.4581,4.3743,GIANT,0.3343833,0.3343833,72.56894,10.9538,0.146138,NaN,0,NaN,,,NaN
479,94,-37.7200012207031,NaN,NaN,10.1630001068115,9.50599956512451,9.26599979400635,13.5150003433228,21.1100006103516,3.04999995231628,39.2799987792969,22.7399997711182,-0.340000003576279,0.479999989271164,b'M',b'Simbad',69.728013,19.182218,69.728013,19.182218,118675681,69.728,19.1822,97.56,-37.36,11.611,STAR,2mass,0.078439917487501,20180610,,,546-010187,04385471+1910560,1237671255833837706,J043854.78+191055.6,3410505780246795136,42950465,,tmgaia,2,2,sblink,NaN,NaN,,179.215283,-18.035258,70.872823,-2.921112,15.552,0.044,14.045,0.029,17.326,0.00946217,15.1775,0.00365392,13.4984,0.00356923,14.3704,0.0116757,11.8361,0.00851709,10.163,0.02,9.506,0.021,9.266,0.02,AAA-222-111-000-0-0,24.2,9.191,0.024,9.078,0.02,8.977,0.038,8.62,0.541,12.7167,0.000484745,0.04,cdwrf,cdwrf,3491,63,4.86863,0.373452,NaN,NaN,0.383,0.061,0.395,0.077,7.03074,3.35933,DWARF,0.01962871,0.006252486,71.34348,NaN,0.350075,NaN,64,0.01619949,,,NaN
700,32,-64.379997253418,11.6280002593994,10.5880002975464,8.73099994659424,8.23299980163574,8.13500022888184,10.1920003890991,15.4499998092651,28.2700004577637,39.6699981689453,22.0499992370605,-0.579999983310699,0.860000014305115,b'M',b'Simbad',84.575147,32.924491,84.575147,32.924491,115905829,84.57514,32.924512,33.9715,-62.4346,9.538,STAR,2mass,0.0785034458673699,20180610,,2408-01101-1,615-024775,05381802+3255283,,J053818.06+325527.5,3448446284389819264,48485294,,tmgaia,1.88882,1.46577,tgas,4.63981,0.231264,tgas,175.784091,0.771794,85.384052,9.572104,11.648,0.145,10.575,0.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.731,0.024,8.233,0.02,8.135,0.017,AAA-112-111-000-0-0,15.8,8.07,0.024,8.142,0.02,8.087,0.024,8.273,0.29,10.1347,0.000345996,0.018,gaiaj,tplx,4806,178,3.43992,0.353498,NaN,NaN,2.78312,0.463689,0.77725,0.0917303,0.036055,0.0180211,GIANT,3.723005,1.240562,215.526,10.2325,NaN,NaN,241,0.03324331,,,5.336383E-05
722,23.2199993133545,-13.4300003051758,NaN,NaN,9.16600036621094,8.53499984741211,8.38899993896484,11.0979995727539,20.4500007629395,20.25,44.9700012207031,6.15999984741211,0.870000004768372,0.649999976158142,b'M',b'Simbad',91.647156,11.452702,91.647156,11.452702,436338380,91.647147,11.452682,5.46822,-5.75784,10.229,STAR,2mass,0.0786916298038448,20180610,,,508-020156,06063531+1127096,,J060635.32+112709.6,3342290841909289600,40518929,,tmgaia,0.887886,0.88789,hsoy,NaN,NaN,,197.598162,-4.535054,91.650277,-11.977174,12.913,0.046,11.448,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.166,0.03,8.535,0.036,8.389,0.019,AAA-112-111-000-0-0,9.5,8.276,0.024,8.36,0.021,8.247,0.023,7.679,0.156,11.004,0.000345996,0.019,gaiaj,,4174,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
383,84.5,-57.9599990844727,NaN,NaN,11.8030004501343,11.1560001373291,10.9130001068115,15.9209995269775,18.6100006103516,11.2200002670288,37.2099990844727,25.9899997711182,-2.44000005722046,0.259999990463257,b'M',b'Simbad',67.570999,26.373978,67.570999,26.373978,268219745,67.571,26.374,88.22,-59.66,13.605,STAR,2mass,0.0792656450568599,20180610,,,582-012295,04301702+2622264,1237660559745679699,J043017.10+262225.7,,,,2mass,2,2,sblink,NaN,NaN,,172.126362,-14.955228,69.947924,4.482612,18.472,0.161,16.85,0.2,19.7464,0.0329229,17.3463,0.00471189,15.857,0.00358513,14.2377,0.00337058,13.345,0.00372967,11.803,0.021,11.156,0.022,10.913,0.017,AAA-222-111-000-0-0,23.8,10.757,0.024,10.579,0.02,10.539,0.122,8.634,NaN,NaN,NaN,0.058,cdwrf,cdwrf,3085,97,5.07501,0.544177,NaN,NaN,0.194,0.044,0.163,0.049,22.3245,15.1899,DWARF,0.003071276,0.001393156,NaN,NaN,NaN,NaN,75,0.01487689,,,NaN
279,109.209999084473,-28.1900005340576,NaN,NaN,9.42099952697754,8.78699970245361,8.56099987030029,11.9770002365112,21.7999992370605,0.970000028610229,38.189998626709,24.5300006866455,-0.100000001490116,0.589999973773956,b'M',b'Simbad',65.996399,16.721578,65.996399,16.721578,435938788,65.9964,16.7216,111.18,-31.3,10.642,STAR,2mass,0.0792750094466674,20180610,,,534-008592,04235911+1643178,,J042359.21+164317.4,3313653889764726016,42935934,,tmgaia,2,2,sblink,NaN,NaN,,178.86961,-22.342043,66.984804,-4.820375,13.954,0.04,12.511,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.421,0.022,8.787,0.021,8.561,0.018,AAA-222-111-000-0-0,40.5,8.465,0.024,8.446,0.021,8.363,0.023,8.693,0.364,11.573,0.000345996,0.04,cdwrf,cdwrf,3803,65,4.94423,0.409202,NaN,NaN,0.309,0.051,0.306,0.074,10.3716,5.13546,DWARF,0.01799355,0.00593962,62.01904,NaN,0.644516,NaN,34,0.001069522,,,NaN
220,114.220001220703,-41.3699989318848,NaN,NaN,11.4899997711182,10.9219999313354,10.6009998321533,15.5909996032715,22.3999996185303,2.83999991416931,37.4599990844727,25.6299991607666,-1.87999999523163,0.239999994635582,b'M',b'Simbad',64.641017,18.364715,64.641017,18.364715,17150486,64.641,18.3647,125.06,-23.16,13.154,STAR,2mass,0.0793072916438923,20180610,,,542-008764,04183382+1821529,,J041833.93+182152.6,47715063729436544,42931953,,tmgaia,2,2,sblink,NaN,NaN,,176.611662,-22.265281,65.981708,-2.985065,NaN,NaN,15.91,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.49,0.023,10.922,0.022,10.601,0.017,AAA-222-111-000-0-0,53.6,10.442,0.023,10.264,0.02,10.153,0.066,8.294,NaN,14.3872,0.00110369,0.068,cdwrf,cdwrf,3190,65,5.02467,0.425076,NaN,NaN,0.235,0.042,0.213,0.049,16.4125,8.79992,DWARF,0.005152205,0.001841639,76.43887,NaN,0.527511,NaN,38,1.551804E-05,,,NaN
269,104.580001831055,-28.2700004577637,5.95699977874756,5.625,5.03999996185303,5.00899982452393,4.94500017166138,NaN,20.8500003814697,1.89999997615814,38.1300010681152,24.6299991607666,-0.379999995231628,1.76999998092651,b'M',b'Simbad',65.854425,16.777258,65.854425,16.777258,435927648,65.854437,16.777277,105,-28,5.321,STAR,2mass,0.079933128164346,20180610,20484,1264-01008-1,534-008574,04232504+1646382,,J042325.15+164638.0,,42935470,,2mass,8,8,sblink,21.17,0.8,hip,178.72937,-22.411055,66.859307,-4.743307,5.932,0.023,5.63344,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.04,0.02,5.009,0.023,4.945,0.021,EEA-111-111-000-0-0,51.3,4.968,0.201,4.746,0.094,4.993,0.016,4.963,0.038,NaN,NaN,0.03,vjk,hplx,7255.32,63.5299,4.3,0.14,0.56,0.11,3.08695,0.294866,2.41086,0.422823,0.0819565,0.0234855,DWARF,23.78922,4.544701,47.23666,1.78504,0.550974,NaN,31,4.647995E-05,,,1
472,109.970001220703,-40.9500007629395,6.10200023651123,5.77600002288818,5.39799976348877,4.99499988555908,4.97700023651123,NaN,24.9899997711182,6.57999992370605,39.5999984741211,22.1800003051758,-1.87000000476837,1.58000004291534,b'M',b'Simbad',69.539344,16.033289,69.539344,16.033289,245905821,69.539323,16.033279,113,-40,5.723,STAR,2mass,0.0810886493015586,20180610,21588,1266-01417-1,531-009318,04380942+1601598,,J043809.48+160159.7,,42949561,,2mass,8,8,sblink,21.96,1.04,hip,181.723234,-20.116356,70.255491,-6.014547,6.08,0.025,5.78798,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.398,0.364,4.995,0.016,4.977,0.018,DAA-311-111-000-0-0,24.9,4.981,0.223,4.811,0.099,5.013,0.018,4.961,0.042,NaN,NaN,0.365,vjk,hplx,7178,33,NaN,NaN,NaN,NaN,4.1746,0.712285,1.51331,0.357817,0.020801,0.0106474,DWARF,41.68101,14.22352,45.53734,2.1566,0.516782,NaN,47,0.0003494281,,,1
225,114.589996337891,-36.4000015258789,9.34099960327148,8.59200000762939,7.28599977493286,7,6.9210000038147,NaN,22.0300006866455,3.25999999046326,37.2999992370605,25.8700008392334,0.140000000596046,1.00999999046326,b'M',b'Simbad',64.741565,19.906702,64.741565,19.906702,17198787,64.741543,19.906693,112.834,-36.5178,7.904,STAR,2mass,0.0812107970937134,20180610,20130,1272-00325-1,550-009480,04185795+1954241,,J041858.05+195423.7,49005576847854080,42932222,,tmgaia,0.111765,0.065685,tgas,21.7368,0.278843,tgas,175.428655,-21.179452,66.338008,-1.481731,9.365,0.0320156,8.624,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.286,0.02,7,0.018,6.921,0.016,AAA-111-111-000-0-0,28.5,6.85,0.055,6.902,0.021,6.907,0.018,6.912,0.092,8.36262,0.000345996,0.017,gaiaj,tplx,5621,71,NaN,NaN,0.09,0.1,1.24116,0.110936,1.32578,0.27019,0.693407,0.185932,DWARF,1.385494,0.2476734,46.00493,0.866851,0.478338,NaN,38,0.001968505,,,NaN
9,191.740005493164,14.0699996948242,NaN,NaN,10.2810001373291,9.72900009155273,9.46500015258789,13.8020000457764,22.3600006103516,27.5699996948242,20.0100002288818,40.7400016784668,-0.920000016689301,0.430000007152557,b'M',b'Simbad',33.735784,3.786084,33.735784,3.786084,270463153,33.7358,3.7861,188.26,8.87,11.782,STAR,2mass,0.0813698589985921,20180610,,,469-002978,02145660+0347100,1237678622242046016,J021456.72+034710.0,2515126732507783936,37355181,,tmgaia,2,2,sblink,NaN,NaN,,159.241441,-53.095518,32.796384,-9.197959,15.972,0.075,14.411,0.014,18.0549,0.0139361,15.2875,0.00316458,13.8348,0.00340249,15.5151,0.0130098,11.647,0.00345586,10.281,0.027,9.729,0.026,9.465,0.023,AAA-222-111-000-0-0,67.4,9.283,0.023,9.101,0.019,8.973,0.028,8.69,0.307,12.9157,0.000532905,0.04,cdwrf,cdwrf,3330,64,4.95105,0.40047,NaN,NaN,0.3,0.051,0.293,0.062,10.8519,5.53444,DWARF,0.009970436,0.003389948,54.76641,NaN,0.0337682,NaN,15,0.02835429,,,0.003127597
427,69.7300033569336,-17.7800006866455,NaN,NaN,11.5050001144409,10.9320001602173,10.6470003128052,14.9989995956421,15.1599998474121,20.1900005340576,39.5,22.3600006103516,-2.51999998092651,0.370000004768372,b'M',b'Simbad',68.397686,11.992818,68.397686,11.992818,245859012,68.3977,11.9928,65.4,-15.83,12.986,STAR,2mass,0.0814218978525979,20180610,,,510-007814,04333544+1159342,,J043335.49+115934.0,3306541217764175360,41425020,,tmgaia,2,2,sblink,NaN,NaN,,184.463692,-23.444795,68.560548,-9.853137,17.135,0.043,15.556,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.505,0.022,10.932,0.023,10.647,0.018,AAA-222-111-000-0-0,22.9,10.476,0.022,10.351,0.02,10.188,0.111,8.311,NaN,14.1375,0.000970602,0.066,cdwrf,cdwrf,3356,71,4.9373,0.412944,NaN,NaN,0.313,0.055,0.309,0.067,10.0769,5.31209,DWARF,0.01119621,0.003934772,100.782,NaN,0.611443,NaN,47,0.01999198,,,0.00153801
407,90.0599975585938,-29.1599998474121,NaN,NaN,12.6540002822876,12.0579996109009,11.7620000839233,16.9379997253418,18.4099998474121,8.90999984741211,38.3400001525879,24.2999992370605,1.88999998569489,0.170000001788139,b'M',b'Simbad',67.931784,21.154617,67.931784,21.154617,353729904,67.9318,21.1546,89.36,-33.87,14.573,STAR,2mass,0.081431563988505,20180610,,,,04314362+2109166,1237664087533027818,J043143.69+210916.3,144574783936899456,,,tmgaia,2,2,sblink,NaN,NaN,,176.486754,-18.098927,69.487049,-0.726901,19.754,0.164,17.98,0.2,21.1913,0.083364,18.3233,0.00691153,16.8216,0.00444513,15.1217,0.0037297,14.1845,0.00375516,12.654,0.029,12.058,0.036,11.762,0.026,AAA-222-111-000-0-0,7.1,11.585,0.026,11.402,0.026,11.063,0.273,8.418,NaN,15.6417,0.00222737,0.06,cdwrf,cdwrf,2972,98,5.12747,0.517233,NaN,NaN,0.158,0.034,0.122,0.035,30.9306,19.9679,DWARF,0.001754705,0.0007551895,NaN,NaN,0.454099,NaN,65,0.2824184,,,NaN
439,86.8099975585938,-20.3999996185303,10.6059999465942,9.65799999237061,8.06099987030029,7.67000007629395,7.55299997329712,9.41699981689453,18.6000003814697,7.57999992370605,39.2900009155273,22.7199993133545,0.540000021457672,0.910000026226044,b'M',b'Simbad',68.63409,15.827556,68.63409,15.827556,245863402,68.634068,15.827564,90.2934,-20.0777,8.79659,STAR,2mass,0.0814583697740303,20180610,,1266-00944-1,530-009125,04343216+1549392,,J043432.24+154938.9,3312602344331419136,42945204,,tmgaia,0.997338,0.422917,tgas,19.0615,0.333133,tgas,181.326796,-20.930128,69.359552,-6.093863,10.619,0.067,9.647,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.061,0.021,7.67,0.023,7.553,0.026,AAA-111-111-000-0-0,38.1,7.49,0.033,7.561,0.02,7.528,0.022,7.637,0.202,9.34171,0.000345996,0.0174292,gaiaj,tplx,5048.75,26.7265,NaN,NaN,0.13,0.1,1.13429,0.100397,1.02218,0.123649,0.700414,0.185983,DWARF,0.7531446,0.133323,NaN,NaN,0.863924,NaN,36,0.004070147,,,0.003028348
497,170.550003051758,49.3699989318848,12.5380001068115,11.0520000457764,7.89400005340576,7.25500011444092,7.03200006484985,10.6120004653931,39.4000015258789,22.7299995422363,40.1100006103516,21.2399997711182,2.32999992370605,0.639999985694885,b'M',b'Simbad',70.177017,2.231115,70.177017,2.231115,256873400,70.177,2.2311,168.13,42.35,9.198,STAR,2mass,0.0815828629351298,20180610,,0087-00825-1,462-007136,04404249+0213522,,J044042.60+021352.4,3231329537182688512,36134875,,tmgaia,2,2,sblink,NaN,NaN,,194.476233,-27.546127,68.895075,-19.76757,12.792,0.249,11.216,0.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.894,0.023,7.255,0.047,7.032,0.017,AAA-111-111-000-0-0,35.2,6.91,0.062,6.864,0.021,6.807,0.017,6.667,0.068,10.1786,0.000345996,0.012,cdwrf,cdwrf,3676,71,4.78691,0.359485,NaN,NaN,0.48,0.074,0.514,0.095,4.64771,2.14957,DWARF,0.03790349,0.01168691,28.66157,NaN,0.178883,NaN,40,0.06721643,,,0.009512084
663,67.3199996948242,-69.4199981689453,NaN,NaN,10.8800001144409,10.2569999694824,10.0349998474121,14.2559995651245,20.7700004577637,13.5600004196167,39.6699981689453,22.0599994659424,0.629999995231628,0.349999994039536,b'M',b'Simbad',78.52951,29.277221,78.52951,29.277221,61721871,78.5295,29.2772,70.89,-69.09,12.344,STAR,2mass,0.0818621654501048,20180610,,,597-016686,05140707+2916380,,J051407.13+291637.2,,47689509,,2mass,2,2,sblink,NaN,NaN,,175.923721,-5.557142,79.950773,6.237178,16.453,0.132,14.834,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.88,0.021,10.257,0.022,10.035,0.018,AAA-222-111-000-0-0,18.6,9.854,0.023,9.679,0.02,9.592,0.044,8.798,NaN,NaN,NaN,0.04,cdwrf,cdwrf,3453,63,4.88799,0.379982,NaN,NaN,0.363,0.059,0.371,0.073,7.75629,3.78199,DWARF,0.01687696,0.005486175,92.20982,NaN,NaN,NaN,183,0.2036758,,,0.001626224
502,67.0699996948242,-50.3400001525879,10.1300001144409,9.36699962615967,8.11299991607666,7.78599977493286,7.68900012969971,9.23900032043457,14.5100002288818,28.1399993896484,36.2200012207031,27.3500003814697,1.71000003814697,1.02999997138977,b'M',b'Simbad',70.334214,33.522652,70.334214,33.522652,408736946,70.334199,33.522633,68.4302,-52.608,8.724,STAR,2mass,0.08188519435804,20180610,,2378-01207-1,618-016879,04412020+3331214,,J044120.27+333120.9,173447237727870080,49438026,,tmgaia,1.13073,0.95131,tgas,15.5906,0.318599,tgas,168.219054,-8.459099,73.380488,11.211019,10.137,0.062,9.384,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.113,0.021,7.786,0.042,7.689,0.016,AAA-111-111-000-0-0,29.3,7.64,0.03,7.697,0.02,7.671,0.019,7.557,0.207,9.17629,0.000345996,0.018,gaiaj,tplx,5936,191,4.57499,0.255825,NaN,NaN,0.889527,0.100105,1.08363,0.131774,1.53958,0.519782,DWARF,0.8850923,0.1992119,64.14107,1.80038,NaN,NaN,97,0.004881813,,,0.0004623902
202,112.540000915527,-30.4699993133545,NaN,10.8000001907349,8.59700012207031,7.99399995803833,7.90899991989136,10.4079999923706,21.3099994659424,2.91000008583069,37.2599983215332,25.9200000762939,0.589999973773956,0.740000009536743,b'M',b'Simbad',64.354793,19.029911,64.354793,19.029911,17144636,64.354774,19.029925,118.56,-36.85,9.546,STAR,2mass,0.0819836126065643,20180610,,,546-009167,04172512+1901478,,J041725.23+190147.3,47813500084423296,42931219,,tmgaia,2,2,sblink,NaN,NaN,,175.878051,-22.032167,65.828488,-2.283209,11.959,0.036,10.694,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.597,0.021,7.994,0.018,7.909,0.023,AAA-111-111-000-0-0,41.7,7.805,0.027,7.886,0.02,7.824,0.022,7.914,0.261,10.2437,0.000345996,0.017,gaiaj,spec,4272.47,9.52632,4.62,0.00707107,0.025,0.00707107,0.630207,0.0225343,0.6311941,0.0425798,2.52182,0.270518,DWARF,0.1192277,0.008526456,NaN,NaN,0.418434,NaN,44,0.001375597,,,NaN
411,101.699996948242,-36.3800010681152,NaN,NaN,10.8979997634888,10.2880001068115,9.98600006103516,14.6990003585815,21.8199996948242,1.1599999666214,38.8699989318848,23.4400005340576,-1.03999996185303,0.349999994039536,b'M',b'Simbad',68.033184,17.664483,68.033184,17.664483,245830588,68.0332,17.6645,102.48,-36.18,12.533,STAR,2mass,0.0822052871869565,20180610,,,539-009384,04320795+1739522,,J043208.02+173952.0,3314137846679343872,42942683,,tmgaia,2,2,sblink,NaN,NaN,,179.407741,-20.238801,69.06013,-4.192168,16.782,0.063,15.278,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.898,0.021,10.288,0.022,9.986,0.018,AAA-222-111-000-0-0,28.9,9.787,0.022,9.639,0.022,9.519,0.088,7.88,NaN,13.7696,0.000806794,0.063,cdwrf,cdwrf,3288,65,4.96844,0.423788,NaN,NaN,0.277,0.047,0.26,0.066,12.233,6.22692,DWARF,0.008079444,0.002741761,70.76757,NaN,0.465369,NaN,30,0.005064616,,,NaN
