#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, SpT, __3_6_, __4_5_, __5_8_, __8_0_, __24_, W1mag, W2mag, W3mag, W4mag, E4_5, E8_0, E24, EW2, EW3, EW4, WISE, _2M, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, float, float, float, float, float, string, string, string, string, string, string, string, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,SpT,__3_6_,__4_5_,__5_8_,__8_0_,__24_,W1mag,W2mag,W3mag,W4mag,E4_5,E8_0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag_,e_w1mag,w2mag_,e_w2mag,w3mag_,e_w3mag,w4mag_,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'2MASS J16201318-2425014',b'M4',12.5200004577637,12.4399995803833,12.4700002670288,12.6999998092651,NaN,12.6700000762939,12.4499998092651,NaN,NaN,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.05492,-24.41706,245.05492,-24.41706,420918450,245.054921,-24.417068,-1.27162,-6.66263,15.588,STAR,2mass,0.0289859518138427,20180610,,,,16201318-2425014,,J162013.17-242501.6,6049282284741549184,,,tmgaia,2.0827,2.08008,hsoy,NaN,NaN,,352.068023,17.953853,247.385694,-2.91494,19.755,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.773,0.024,13.204,0.032,12.863,0.03,AAA-222-111-000-0-0,33,12.7,0.025,12.493,0.028,10.634,NaN,8.09,NaN,16.8215,0.00489917,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15574250-2226055',b'M3',NaN,11.0200004577637,NaN,11.0200004577637,NaN,11.210000038147,11.0299997329712,10.8500003814697,NaN,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',239.42708,-22.43486,239.42708,-22.43486,280158171,239.427087,-22.434865,-17.0756,-27.5172,14.051,STAR,2mass,0.0294372293266484,20180610,,,,15574250-2226055,,J155742.48-222605.7,6237413809495504512,,,tmgaia,2.08741,2.08739,hsoy,NaN,NaN,,349.773278,23.050178,241.939524,-1.924528,18.873,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.317,0.03,11.685,0.026,11.417,0.021,AAA-222-111-000-0-0,21.9,11.219,0.024,11.03,0.022,10.885,0.137,8.892,NaN,15.2399,0.0017566,0.019,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.202628,NaN,0,NaN,,,NaN
b'2MASS J16401792-2353452',b'A1V',NaN,NaN,3.42000007629395,NaN,NaN,4.38000011444092,NaN,0.959999978542328,-0.560000002384186,b'',b'',b'',b'',b'Y',b'Y',b'WISE',b'2M',b'Simbad',250.07467,-23.89589,250.07467,-23.89589,163110252,250.074672,-23.895898,-4.93245,-19.0002,7.899,STAR,2mass,0.0295427444542794,20180610,81624,6796-01287-1,331-085051,16401792-2353452,,J164017.92-235345.5,6047858485904034944,11528225,,tmgaia,0.103123,0.0540755,tgas,6.88538,0.290337,tgas,355.598678,14.826859,251.837017,-1.70423,NaN,NaN,9.387,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.947,0.02,6.214,0.02,5.476,0.017,AAA-111-111-000-0-0,14.3,4.441,0.264,3.552,0.204,1.03,0.057,-0.567,0.009,8.59825,0.000345996,0.017,gaiaj,tplx,4226,172,NaN,NaN,NaN,NaN,7.55157,1.53288,0.660927,0.0767379,2.0298,0.584658,GIANT,0.1360024,0.02611591,145.2352,5.87637,NaN,NaN,0,NaN,,,NaN
b'2MASS J16113134-1838259',b'K5',NaN,NaN,NaN,NaN,NaN,4.51000022888184,NaN,1.32000005245209,-0.469999998807907,b'',b'',b'',b'',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.88058,-18.64053,242.88058,-18.64053,49165951,242.880587,-18.640535,NaN,NaN,10.434,STAR,2mass,0.0299025469587323,20180610,,,357-076067,16113134-1838259,,J161131.35-183826.1,6245891976152405888,8836162,,tmmgaia,NaN,NaN,,NaN,NaN,,355.188047,23.333335,244.385155,2.419635,14.315,0.6,13.743,0.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.056,0.019,6.746,0.027,5.784,0.017,AAA-111-111-000-0-0,27,4.611,0.223,3.497,0.25,1.309,0.026,-0.497,0.015,11.9485,0.0003,0.016,gaiaj,,2566,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.756973,NaN,0,NaN,,,NaN
b'2MASS J16043565-1948302',b'M5.25',10.8100004196167,10.6899995803833,10.6499996185303,10.6499996185303,10.4399995803833,10.9200000762939,10.6800003051758,10.460000038147,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.14854,-19.80839,241.14854,-19.80839,9916892,241.148549,-19.808393,NaN,NaN,14.929,STAR,2mass,0.032339588326878,20180610,,,,16043565-1948302,1237674653155524712,J160435.64-194830.4,,,,2mass,NaN,NaN,,NaN,NaN,,353.041787,23.741679,242.995937,0.966944,20.686,0.162,NaN,NaN,21.2991,0.14982,18.5182,0.00844546,16.9702,0.00483055,14.9993,0.00387278,13.8698,0.00398269,12.148,0.025,11.479,0.025,11.169,0.026,AAA-222-111-000-0-0,8.4,10.936,0.021,10.696,0.018,10.593,0.115,8.131,NaN,NaN,NaN,0.219,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.2674,NaN,0,NaN,,,NaN
b'2MASS J15493784-2514102',b'M6.5',NaN,NaN,NaN,NaN,NaN,13.6000003814697,13.289999961853,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',237.40767,-25.23617,237.40767,-25.23617,23685756,237.407668,-25.236179,NaN,NaN,17.535,STAR,2mass,0.0330480982528866,20180610,,,,15493784-2514102,,J154937.82-251410.5,6236445002314404224,,,tmgaia,NaN,NaN,,NaN,NaN,,346.231083,22.291297,240.715542,-5.049602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.014,0.037,14.337,0.049,13.979,0.052,AAA-222-111-000-0-0,9.3,13.516,0.027,13.29,0.033,11.953,NaN,8.389,NaN,19.1118,0.0321774,0.038,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16122895-2159358',b'M9.25',14.0100002288818,13.6999998092651,NaN,NaN,NaN,14.1499996185303,13.5799999237061,NaN,NaN,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',243.12062,-21.99328,243.12062,-21.99328,49280217,243.12063,-21.993279,NaN,NaN,18.381,STAR,2mass,0.0335737661529843,20180610,,,,16122895-2159358,,J161228.93-215937.1,,,,2mass,NaN,NaN,,NaN,NaN,,352.682585,20.903221,245.21231,-0.837308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.631,0.134,15.656,0.093,14.996,0.119,BAB-222-111-000-0-0,7.2,14.197,0.029,13.639,0.039,11.966,0.407,8.431,NaN,NaN,NaN,1,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16054540-2023088',b'M2',NaN,9.82999992370605,NaN,8.89000034332275,6.09999990463257,10.1099996566772,9.76000022888184,8,6.13000011444092,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.43917,-20.38578,241.43917,-20.38578,48668314,241.43918,-20.385782,NaN,NaN,13.14,STAR,2mass,0.0345048243140428,20180610,,,349-077536,16054540-2023088,,J160545.39-202309.0,6244077816327677696,11471432,,tmmgaia,NaN,NaN,,NaN,NaN,,352.789652,23.146396,243.374196,0.452344,16.756,0.011,15.885,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.464,0.026,10.746,0.027,10.413,0.025,AAA-222-111-000-0-0,17,10.119,0.024,9.767,0.02,8.022,0.021,6.108,0.051,14.2961,0.0011,0.018,gaiaj,,3156,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.301264,NaN,0,NaN,,,NaN
b'2MASS J16073799-2242468',b'M8.75',14.6899995803833,14.5,NaN,NaN,NaN,15.1599998474121,14.7299995422363,NaN,NaN,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.90829,-22.713,241.90829,-22.713,48800860,241.908294,-22.713009,NaN,NaN,18.697,STAR,2mass,0.0350172201958186,20180610,,,,16073799-2242468,,J160737.98-224247.2,,,,2mass,NaN,NaN,,NaN,NaN,,351.296815,21.22395,244.242054,-1.750685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.947,0.179,15.867,0.141,15.838,0.264,CBD-222-111-000-0-0,8.9,15.098,0.039,14.743,0.075,12.375,NaN,9.098,NaN,NaN,NaN,1,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16202813-2130324',b'A7III/IV',NaN,7.42999982833862,NaN,7.40000009536743,7.42000007629395,7.42000007629395,7.42000007629395,7.42000007629395,7.3600001335144,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',245.11721,-21.509,245.11721,-21.509,50059756,245.117209,-21.50901,-12.7046,-25.8028,8.173,STAR,2mass,0.0361554668385388,20180610,80059,6214-00290-1,343-082394,16202813-2130324,,J162028.11-213032.7,6244280225250869120,11495821,,tmgaia,0.0615684,0.0374107,tgas,8.18243,0.80442,tgas,354.394607,19.855425,246.954534,-0.038422,10.497,NaN,8.58,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.768,0.023,7.59,0.033,7.503,0.023,AAA-111-111-000-0-0,18.6,7.41,0.034,7.419,0.021,7.439,0.022,7.443,0.159,8.46753,0.000345996,0.018,gaiaj,tplx,6974,205,4.17631,0.46946,NaN,NaN,1.67233,0.339052,1.52943,0.361847,0.327012,0.198897,DWARF,5.960277,2.4168,122.2131,12.8232,0.304097,NaN,108,0.008331416,,,NaN
b'2MASS J16062637-2306113',b'M5.5',NaN,NaN,NaN,NaN,NaN,12.1199998855591,11.8699998855591,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.60987,-23.10314,241.60987,-23.10314,48761033,241.609875,-23.103149,-10.4148,-28.1913,15.267,STAR,2mass,0.0363850842096952,20180610,,,,16062637-2306113,,J160626.36-230611.6,6242336391771784320,,,tmgaia,2.06681,2.06678,hsoy,NaN,NaN,,350.79104,21.150629,244.04545,-2.185613,20.165,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.24,0.028,12.653,0.026,12.36,0.021,AAA-222-111-000-0-0,22.4,12.133,0.022,11.89,0.023,12.343,0.51,8.809,NaN,16.6121,0.00421461,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16270942-2148457',b'M4.5',NaN,NaN,NaN,NaN,NaN,11.289999961853,10.8699998855591,9.64000034332275,7.38000011444092,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',246.78925,-21.81269,246.78925,-21.81269,204382203,246.789247,-21.8127,-13.168,-26.2875,15.212,STAR,2mass,0.0373702538939072,20180610,,,,16270942-2148457,,J162709.40-214845.9,6051965299272070272,,,tmgaia,2.63641,2.6364,hsoy,NaN,NaN,,355.234176,18.484957,248.537167,-0.086223,20.759,0.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.973,0.024,12.152,0.022,11.713,0.023,AAA-222-111-000-0-0,12.3,11.212,0.022,10.785,0.02,9.689,0.044,7.42,0.125,16.6606,0.00436242,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.456819,NaN,0,NaN,,,NaN
b'2MASS J16081836-1900594',b'M3',NaN,9.89000034332275,NaN,9.84000015258789,9.82999992370605,10.0600004196167,9.89000034332275,9.68000030517578,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.0765,-19.0165,242.0765,-19.0165,48870796,242.076507,-19.016508,NaN,NaN,13.069,STAR,2mass,0.0373772191982858,20180610,,,355-077169,16081836-1900594,1237674654766269522,J160818.35-190059.7,6248785233627860608,8831533,,tmgaia,NaN,NaN,,NaN,NaN,,354.326156,23.642692,243.705757,1.910093,17.419,-0.142,16.373,0.217,19.799,0.0516177,16.9385,0.00436642,15.3682,0.00412979,17.7734,0.0196608,12.8409,0.00395902,11.232,0.024,10.534,0.022,10.225,0.021,AAA-222-111-000-0-0,8.6,10.059,0.023,9.891,0.021,9.7,0.057,8.647,0.509,14.3139,0.00106255,0.017,gaiaj,,2979,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.248466,NaN,0,NaN,,,NaN
b'2MASS J16051687-1948374',b'K7',NaN,NaN,8.97999954223633,NaN,8.92000007629395,9.13000011444092,9.11999988555908,9.05000019073486,9.02999973297119,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.32029,-19.81039,241.32029,-19.81039,9921168,241.320301,-19.810389,NaN,NaN,11.405,STAR,2mass,0.037429970880025,20180610,,,351-078355,16051687-1948374,,J160516.86-194837.5,6247210148862441344,8826807,,tmgaia,NaN,NaN,,NaN,NaN,,353.161462,23.622922,243.154942,0.995921,14.171,0.145,13.35,0.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.185,0.023,9.454,0.024,9.29,0.025,AAA-222-111-000-0-0,6.1,9.143,0.023,9.125,0.019,9.081,0.043,8.449,NaN,12.2834,0.000395111,0.018,gaiaj,,3678,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.271497,NaN,0,NaN,,,NaN
b'2MASS J15572343-2924290',b'M6.5',NaN,NaN,NaN,NaN,NaN,13.5699996948242,13.2700004577637,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',239.34762,-29.40806,239.34762,-29.40806,77621307,239.347632,-29.408062,NaN,NaN,16.562,STAR,2mass,0.0383160117356165,20180610,,,,15572343-2924290,,J155723.43-292429.2,,,,2mass,NaN,NaN,,NaN,NaN,,344.575629,18.053406,243.295867,-8.766245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.741,0.048,14.239,0.042,13.802,0.054,AAA-222-111-000-0-0,7.3,13.532,0.025,13.195,0.033,11.818,NaN,9.015,NaN,NaN,NaN,0.27,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15514758-2329332',b'M6.5',NaN,NaN,NaN,NaN,NaN,13.0799999237061,12.7299995422363,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',237.94825,-23.49256,237.94825,-23.49256,437425494,237.948259,-23.492567,NaN,NaN,17.057,STAR,2mass,0.0389613518420316,20180610,,,333-080620,15514758-2329332,,J155147.58-232933.5,6237279604653343104,,,tmgaia,NaN,NaN,,NaN,NaN,,347.908944,23.234161,240.825107,-3.24109,NaN,NaN,13.667,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.421,0.029,13.724,0.035,13.323,0.043,AAA-222-111-000-0-0,16.4,12.883,0.104,12.722,0.027,12.012,0.391,8.945,NaN,18.6833,0.0220974,0.029,gaiaj,,8117,221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16090776-2339545',b'M5.25',NaN,NaN,NaN,NaN,NaN,10.9499998092651,10.6899995803833,10.6099996566772,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.28233,-23.66514,242.28233,-23.66514,48967526,242.282342,-23.66514,NaN,NaN,14.254,STAR,2mass,0.0395671814179161,20180610,,,,16090776-2339545,,J160907.74-233954.5,,,,2mass,NaN,NaN,,NaN,NaN,,350.817501,20.316247,244.757619,-2.622093,19.431,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.083,0.026,11.445,0.023,11.132,0.019,AAA-222-111-000-0-0,23,10.958,0.022,10.712,0.021,10.593,0.109,8.631,NaN,NaN,NaN,0.179,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.198153,NaN,0,NaN,,,NaN
b'2MASS J16230646-2528419',b'M6',NaN,NaN,NaN,NaN,NaN,13.3699998855591,12.9899997711182,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',245.77692,-25.47831,245.77692,-25.47831,392095480,245.776918,-25.478321,NaN,NaN,16.755,STAR,2mass,0.0401298794782073,20180610,,,,16230646-2528419,,J162306.43-252842.1,,,,2mass,NaN,NaN,,NaN,NaN,,351.70595,16.755792,248.208629,-3.852986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.005,0.035,14.15,0.033,13.624,0.044,AAA-222-111-000-0-0,15.2,13.383,0.028,13.089,0.032,10.673,NaN,8.117,NaN,NaN,NaN,1,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15550038-1922584',b'B2V',NaN,NaN,NaN,NaN,NaN,5.84000015258789,NaN,5.92999982833862,5.96000003814697,b'',b'',b'',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',238.75158,-19.38289,238.75158,-19.38289,220609249,238.751583,-19.382901,-9.9,-13.7,5.946,STAR,2mass,0.0408895194965214,20180610,77939,6195-00249-1,354-074805,15550038-1922584,,J155500.32-192258.5,6247821855281926784,8810696,,tmgaia,0.7,0.7,tycho2,4.23,0.83,hip,351.646301,25.658197,240.698003,0.934073,5.934,0.023,5.95,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.883,0.019,5.867,0.027,5.844,0.02,AAA-111-111-00d-0-0,19,5.939,0.071,5.773,0.049,5.957,0.015,5.946,0.047,5.95993,0.000345996,0.017,gaiaj,hplx,8914,233,3.24338,0.747861,NaN,NaN,5.93291,2.15313,2.24641,0.404806,0.0107569,0.0117114,DWARF,200.2261,145.3293,236.407,NaN,0.222207,NaN,64,0.0002141285,,,1
b'2MASS J16113470-2219442',b'M5.75',NaN,NaN,NaN,NaN,NaN,12.1099996566772,11.8699998855591,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.89458,-22.32894,242.89458,-22.32894,49170434,242.89459,-22.328947,NaN,NaN,15.472,STAR,2mass,0.041760902171225,20180610,,,,16113470-2219442,,J161134.70-221944.3,6242845500015398528,,,tmgaia,NaN,NaN,,NaN,NaN,,352.267091,20.827311,245.066997,-1.205259,20.265,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.336,0.027,12.684,0.024,12.329,0.026,AAA-222-111-000-0-0,5.5,12.118,0.022,11.856,0.022,11.675,NaN,8.624,NaN,16.8721,0.00508411,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16083138-1802414',b'M0',NaN,8.8100004196167,NaN,8.72999954223633,8.63000011444092,8.8100004196167,8.78999996185303,8.56999969482422,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.13075,-18.04483,242.13075,-18.04483,48869836,242.130759,-18.044838,-12.4715,-21.6286,11.16,STAR,2mass,0.0421719514906145,20180610,,,360-077710,16083138-1802414,1237674655839814000,J160831.37-180241.6,6248988024803606144,8831841,,tmgaia,2.24479,2.24479,hsoy,NaN,NaN,,355.148503,24.260751,243.575183,2.874338,14.473,0.055,13.088,0.057,16.2255,0.00799592,14.7695,0.00467595,14.1624,0.00942013,11.7885,0.000848795,12.1857,0.00411009,9.863,0.024,9.149,0.024,8.905,0.019,AAA-222-111-000-0-0,15.5,8.819,0.024,8.791,0.02,8.613,0.032,7.878,0.2,12.0872,0.000360398,0.018,gaiaj,,3625,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.377137,NaN,0,NaN,,,NaN
b'2MASS J16141484-2427081',b'M7',11.0600004196167,10.9499998092651,10.960000038147,10.8599996566772,10.4899997711182,11.25,10.960000038147,10.9799995422363,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.56183,-24.45225,243.56183,-24.45225,68506698,243.561835,-24.452261,NaN,NaN,14.639,STAR,2mass,0.0428560985401253,20180610,,,,16141484-2427081,,J161414.83-242708.3,6049703019739603712,,,tmmgaia,NaN,NaN,,NaN,NaN,,351.067126,18.927271,246.050953,-3.184347,19.461,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.47,0.026,11.857,0.03,11.48,0.025,AAA-222-111-000-0-0,24.3,11.269,0.024,10.972,0.021,11.058,0.151,8.82,NaN,16.0545,0.0029,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.278481,NaN,0,NaN,,,NaN
b'2MASS J16131216-2315164',b'M4.5',10.5600004196167,NaN,10.4099998474121,NaN,NaN,10.6800003051758,10.5100002288818,10.3900003433228,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.30067,-23.25456,243.30067,-23.25456,49401394,243.300665,-23.254571,-11.836,-23.9174,13.557,STAR,2mass,0.0429145046697074,20180610,,,334-080620,16131216-2315164,,J161312.15-231516.6,6242552858122694912,,,tmgaia,2.10532,2.10531,hsoy,NaN,NaN,,351.819496,19.921291,245.602127,-2.048347,18.272,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.774,0.028,11.103,0.024,10.838,0.024,AAA-222-111-000-0-0,16.7,10.699,0.021,10.514,0.02,10.412,0.099,8.545,NaN,14.7723,0.00135382,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.218913,NaN,0,NaN,,,NaN
b'2MASS J16081561-2048022',b'M3',NaN,NaN,NaN,NaN,9.77000045776367,9.72999954223633,9.59000015258789,9.52000045776367,NaN,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.06504,-20.80061,242.06504,-20.80061,48872645,242.065045,-20.800621,-10.3165,-20.7144,12.577,STAR,2mass,0.0430267472018909,20180610,,,346-079116,16081561-2048022,,J160815.60-204802.5,6243908315441930752,11476708,,tmgaia,2.14373,2.14372,hsoy,NaN,NaN,,352.898452,22.435569,244.027701,0.155223,17.372,0.162,15.357,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.878,0.022,10.155,0.024,9.863,0.021,AAA-222-111-000-0-0,15.2,9.749,0.024,9.611,0.021,9.536,0.047,8.421,NaN,13.745,0.000796987,0.017,gaiaj,,3268,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.33466,NaN,0,NaN,,,NaN
