# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Source identifier}
# - {name: SpType, datatype: string, description: Spectral type (1)}
# - {name: Assoc, datatype: string, description: Association identifier (2)}
# - {name: RAh, unit: h, datatype: int64, description: Hour of Right Ascension (J2000) (3)}
# - {name: RAm, unit: min, datatype: int64, description: Minute of Right Ascension (J2000) (3)}
# - {name: RAs, unit: s, datatype: float64, description: Second of Right Ascension (J2000) (3)}
# - {name: DE-, datatype: string, description: Sign of the Declination (J2000)(3)}
# - {name: DEd, unit: deg, datatype: int64, description: Degree of Declination (J2000) (3)}
# - {name: DEm, unit: arcmin, datatype: int64, description: Arcminute of Declination (J2000) (3)}
# - {name: DEs, unit: arcsec, datatype: float64, description: Arcsecond of Declination (J2000) (3)}
# - {name: pmRA, unit: mas / yr, datatype: float64, description: Proper motion along RA times cos(DE)}
# - {name: e_pmRA, unit: mas / yr, datatype: float64, description: Uncertainty in pmRA}
# - {name: pmDE, unit: mas / yr, datatype: float64, description: Proper motion along DE}
# - {name: e_pmDE, unit: mas / yr, datatype: float64, description: Uncertainty in pmDE}
# - {name: plx, unit: mas, datatype: float64, description: Parallax}
# - {name: e_plx, unit: mas, datatype: float64, description: Uncertainty in plx}
# - {name: RVel, unit: km / s, datatype: float64, description: Radial velocity}
# - {name: e_RVel, unit: km / s, datatype: float64, description: Uncertainty in RVel}
# - {name: Amb, datatype: string, description: Identifiers of possible associations forambiguous candidates (4)}
# - {name: r_SpType, datatype: int64, description: Reference for SpType (5)}
# - {name: r_RVel, datatype: int64, description: Reference for RVel (5)}
# - {name: dstArcSec, datatype: float64}
# - {name: Tmag, datatype: float64}
# - {name: GAIA, datatype: object}
# - {name: Teff, datatype: object}
# - {name: MatchID, datatype: int64}
# - {name: MatchRA, datatype: float64}
# - {name: MatchDEC, datatype: float64}
# - {name: ra, datatype: float64}
# - {name: dec, datatype: float64}
# schema: astropy-2.0
Name SpType Assoc RAh RAm RAs DE- DEd DEm DEs pmRA e_pmRA pmDE e_pmDE plx e_plx RVel e_RVel Amb r_SpType r_RVel dstArcSec Tmag GAIA Teff MatchID MatchRA MatchDEC ra dec
J0053-3459 (M5) CARN 0 53 48.512 - 34 59 32.78 164.44 0.09 4.89 0.06 27.5 0.06 "" "" "" "" "" 2.56090789678 12.62 5003029007349099008 3252 66410455 13.451265 -34.992438 13.4521333333 -34.9924388889
J0847-5919 (M4) CARN 8 47 21.958 - 59 19 22.7 -50.19 0.05 80.12 0.05 17.23 0.03 "" "" "" "" "" 1.45232797631 12.1 5302580676780076544 6746 46034586 131.841899 -59.323318 131.841491667 -59.3229722222
J0847-7201 (M7) CARN 8 47 37.558 - 72 1 9.25 -79.0 0.2 126.01 0.25 22.84 0.12 "" "" "" "" "" 2.32932569044 15.758 None None 287964344 131.907531 -72.019798 131.906491667 -72.0192361111
J0851-6301 (M6) CARN 8 51 34.202 - 63 1 6.28 -60.97 0.81 88.31 0.77 18.61 0.42 "" "" "" "" "" 7.43300667 16.036 5297796907841086592 4216 356012857 132.887971 -63.01857 132.892508333 -63.0184111111
J0858-2714 (M4) CARN 8 58 29.045 - 27 14 21.44 -157.98 0.07 72.69 0.07 41.51 0.05 24.0 2.0 "" "" 25 2.733877304 10.984 None 3402 37313353 134.6218 -27.2396 134.621020833 -27.2392888889
J0906-3548 (M8) CARN 9 6 42.007 - 35 48 20.56 -143.22 0.15 68.74 0.2 31.95 0.13 "" "" "" "" "" 4.05273538485 17.184 5624087600545234048 3610 18143641 136.673939 -35.806408 136.675029167 -35.8057111111
J0914-0035 (M5) CARN 9 14 44.398 - 0 35 47.21 -132.77 0.35 -21.32 0.31 27.62 0.25 "" "" "" "" "" 2.19646996648 13.382 None 3159 142795143 138.6856 -0.5964 138.684991667 -0.596447222222
J0915-4638 (M5) CARN 9 15 7.637 - 46 38 22.15 -70.58 0.53 53.19 0.46 18.1 0.3 "" "" "" "" "" 1.56373385882 14.266 None None 75314085 138.782398 -46.639664 138.781820833 -46.6394861111
J0920-6216 (M5) CARN 9 20 13.452 - 62 16 17.9 -120.54 0.13 125.71 0.12 29.13 0.06 "" "" "" "" "" 2.79760306993 14.12 None None 359158317 140.05721 -62.272198 140.05605 -62.2716388889
J0928-1603 L2 CARN 9 28 39.528 - 16 3 12.38 -162.5 2.0 26.6 1.9 32.31 0.9 "" "" "" 32 "" 2.84418687373 17.072 None None 296736220 142.16551 -16.053574 142.1647 -16.0534388889
J0937-5733 (M4) CARN 9 37 57.274 - 57 33 56.38 -102.12 0.07 78.18 0.06 26.23 0.04 "" "" "" "" "" 2.13292932873 12.046 5306137631250296320 3383 440744832 144.489512 -57.566026 144.488641667 -57.5656611111
J0942-2551 (L2) CARN 9 42 32.369 - 25 51 37.58 -100.0 2.3 19.5 4.2 20.5 1.8 "" "" "" "" "" 1.67047070949 17.61 None None 11311177 145.635382 -25.8605 145.634870833 -25.8604388889
J0942-4335 (M8) CARN 9 42 33.406 - 43 35 28.91 -97.13 0.28 48.92 0.28 19.89 0.18 "" "" "" "" "" 7.33908883811 17.148 5413119184923787136 3505 33819782 145.642006 -43.59133 145.639191667 -43.5913638889
J0943-2258 (M5) CARN 9 43 29.52 - 22 58 46.61 -90.61 0.14 6.4 0.15 18.34 0.09 "" "" "" "" "" 1.36148860537 14.329 None 3041 418093187 145.8734 -22.9797 145.873 -22.9796138889
J0946-5953 (M5) CARN 9 46 41.89 - 59 53 49.09 -86.66 0.1 74.12 0.1 20.65 0.05 "" "" "" "" "" 1.83716110336 13.715 None 3228 443183773 146.675303 -59.897308 146.674541667 -59.8969694444
J0948-3321 (M5) CARN 9 48 27.067 - 33 21 16.43 -94.27 0.1 25.37 0.13 19.83 0.07 "" "" "" "" "" 1.64101989097 13.588 5438756188307093888 3219 48016265 147.1133 -33.3547 147.112779167 -33.3545638889
J0951-3848 (M4) CARN 9 51 49.865 - 38 48 41.91 -125.21 0.05 46.17 0.07 26.67 0.04 "" "" "" "" "" 2.05662625535 11.636 5432122903377116160 7112 45310059 147.958453 -38.811851 147.957770833 -38.8116416667
J1004-3436 (M4) CARN 10 4 20.822 - 34 36 2.01 -70.14 0.08 14.9 0.09 13.57 0.05 "" "" "" "" "" 1.06650311865 13.245 5458664529956122880 3286 29722884 151.087115 -34.600598 151.086758333 -34.6005583333
J1020-4819 (M5) CARN 10 20 18.955 - 48 19 5.91 -110.23 0.06 40.41 0.06 22.96 0.04 "" "" "" "" "" 1.77259885735 12.96 5365227001036233088 7438 220440079 155.079686 -48.318455 155.078979167 -48.3183083333
J1020-0633 (M5) CARN 10 20 48.641 - 6 33 19.98 -183.1 0.46 -26.43 0.7 33.19 0.96 "" "" "" "" "" 3.01424815763 12.316 None 3260 36765037 155.2035 -6.5554 155.202670833 -6.55555
J1020-0634 (M5) CARN 10 20 50.911 - 6 34 40.49 -182.39 0.15 -25.19 0.13 31.56 0.11 "" "" "" "" "" 2.78705471382 12.325 None 3342 36765044 155.2129 -6.5778 155.212129167 -6.57791388889
J1024-4110 (M8) CARN 10 24 39.785 - 41 10 14.09 -124.05 0.19 59.62 0.22 22.84 0.15 "" "" "" "" "" 7.52244594973 17.365 5416594260139787520 3925 105649801 156.168473 -41.171059 156.165770833 -41.1705805556
J1028-4919 (M6) CARN 10 28 39.286 - 49 19 33.6 -116.59 0.18 57.1 0.17 23.25 0.11 "" "" "" "" "" 2.04753414484 14.466 None None 447437532 157.164477 -49.326248 157.163691667 -49.326
J1031-4127 (M5) CARN 10 31 8.146 - 41 27 48.06 -282.63 0.06 55.07 0.07 54.43 0.05 "" "" "" "" "" 2.97144556335 11.481 5440359486716251904 None 106060771 157.782887 -41.463588 157.783941667 -41.46335
J1031-3613 (M6) CARN 10 31 33.634 - 36 13 5.85 -81.08 0.22 17.02 0.24 14.28 0.15 "" "" "" "" "" 6.84613256023 16.619 5442524695693456896 5056 106084655 157.891974 -36.219488 157.890141667 -36.2182916667
J1038-5106 (M8) CARN 10 38 1.73 - 51 6 27.89 -123.68 0.25 64.99 0.24 23.02 0.16 "" "" "" "" "" 2.14921823453 15.596 None None 303399455 159.50805 -51.108025 159.507208333 -51.1077472222
J1045-2130 (M8) CARN 10 45 56.136 - 21 30 38.47 -104.45 0.98 1.13 0.82 16.93 0.55 "" "" "" "" "" 1.82107443097 16.549 None None 408437519 161.484443 -21.51066 161.4839 -21.5106861111
J1052-3812 (M6) CARN 10 52 17.983 - 38 12 21.19 -171.27 0.1 44.56 0.12 28.01 0.09 "" "" "" "" "" 2.84276882122 14.362 None None 158328237 163.075903 -38.206081 163.074929167 -38.2058861111
J1105-6014 (M5) CARN 11 5 27.912 - 60 14 39.49 -229.97 0.21 78.52 0.19 35.86 0.12 "" "" "" "" "" 3.80950872465 12.449 None 3131 466672768 166.368336 -60.244617 166.3663 -60.2443027778
J1106-2821 (M4) CARN 11 6 22.178 - 28 21 27.99 -133.61 0.12 9.99 0.1 21.94 0.07 "" "" "" "" "" 1.87655678671 11.653 5453550667015396480 3493 168404015 166.593 -28.3578 166.592408333 -28.357775
J1113-2628 (M2) CARN 11 13 42.658 - 26 28 26.54 -170.79 0.09 4.69 0.07 24.57 0.05 11.2 0.3 "" "" 4 2.76951287329 10.304 3532609604527599232 3839 20446899 168.4286 -26.474 168.427741667 -26.4740388889
J0109-2441 M3 CARN 1 9 12.843 - 24 41 20.53 300.21 0.18 24.63 0.13 49.07 0.08 "" "" "" 33 "" 4.62589077321 9.858 5041018989514334592 3470 326205407 17.3021 -24.6891 17.3035125 -24.6890361111
J1131-4418 (M5) CARN 11 31 1.018 - 44 18 54.26 -124.35 0.11 5.45 0.1 20.74 0.08 "" "" "" "" "" 1.96786187244 14.407 5375889034010179584 None 163190353 172.755004 -44.315108 172.754241667 -44.3150722222
J1141+4245 (M4) CARN 11 41 43.826 + 42 45 5.71 -575.65 0.07 -89.97 0.07 90.76 0.05 "" "" "" "" "" 9.08878433378 9.283 772430901610348032 3265 115869504 175.436 42.752 175.432608333 42.7515861111
J1150-2914 (L1) CARN 11 50 42.857 - 29 14 48.93 -171.09 0.84 -1.73 0.49 23.88 0.6 "" "" "" "" "" 2.57663435435 17.953 3480771277705948928 None 397367343 177.679391 -29.246912 177.678570833 -29.246925
J1205+6932 M4V CARN 12 5 28.33 + 69 32 21.75 -456.97 0.06 -55.21 0.05 64.7 0.03 -3.0 9.0 "" 14 1 7.16649561212 10.295 None 3267 142963210 181.3737 69.5396 181.368041667 69.539375
J1213-0432 L4 CARN 12 13 2.962 - 4 32 44.27 -368.1 2.2 -34.6 1.4 59.5 1.0 "" "" "" 2 "" 6.0647785108 16.433 None None 56813848 183.264026 -4.545493 183.262341667 -4.54563055556
J1221+0616 (M6) CARN 12 21 19.526 + 6 16 57.84 -219.19 0.21 -6.17 0.14 29.61 0.11 "" "" "" "" "" 3.37817547387 14.102 None 2985 389360181 185.3323 6.2828 185.331358333 6.28273333333
J1230-1323 G1/2V CARN 12 30 4.493 - 13 23 36.21 -266.02 0.08 -46.71 0.05 41.05 0.05 1.3 0.2 "" 23 4 4.12378216413 5.821 3528362362908431616 5993 297138738 187.519859 -13.393098 187.518720833 -13.3933916667
J1258-0826 (M5) CARN 12 58 58.387 - 8 26 32.69 -199.44 0.18 -20.45 0.09 27.11 0.09 "" "" "" "" "" 3.30461167639 13.328 None 3053 319462394 194.7442 -8.4423 194.743279167 -8.44241388889
J1314+6622 M5.5 CARN 13 14 22.822 + 66 22 33.7 -395.77 0.16 60.75 0.11 55.48 0.08 "" "" "" 18 "" 6.26924595106 13.454 None 2838 232970271 198.5994 66.3758 198.595091667 66.3760277778
J1316-1220 M3.5V CARN 13 16 45.108 - 12 20 21.18 -289.0 2.1 -51.6 2.1 45.5 1.2 "" "" "" 8 "" 4.81137977232 10.968 None 3349 335628483 199.1893 -12.339 199.18795 -12.3392166667
J1341+0805 (M7) CARN 13 41 32.654 + 8 5 4.67 -267.68 0.37 -12.96 0.21 40.36 0.19 "" "" "" "" "" 4.07682458021 14.599 None 2817 379097589 205.3872 8.0847 205.386058333 8.08463055556
J1355+1403 F6V CARN 13 55 49.685 + 14 3 23.54 -290.89 0.07 8.5 0.07 40.86 0.05 -10.7 0.2 "" 34 4 4.59350580075 5.635 1230899968760552960 6116.41 458457378 208.958336 14.056517 208.957020833 14.0565388889
J1418-5528 (M4) CARN 14 18 24.946 - 55 28 38.98 -291.09 0.08 -109.05 0.1 46.91 0.05 "" "" "" "" "" 4.93941827466 10.299 None 3573 412016542 214.6062 -55.477 214.603941667 -55.4774944444
J1421-1618 M7.5 CARN 14 21 18.439 - 16 18 21.37 -249.6 0.42 -60.48 0.32 39.76 0.22 "" "" "" 35 "" 4.39143336152 14.505 None None 347912977 215.328053 -16.305607 215.326829167 -16.3059361111
J1538-8745 (M6) CARN 15 38 52.63 - 87 45 53.14 -187.69 0.15 -186.26 0.17 40.66 0.09 "" "" "" "" "" 3.97984861321 13.228 None 2886 290408720 234.739649 -87.763992 234.719291667 -87.7647611111
J1626-3812 (M6) CARN 16 26 51.293 - 38 12 36.6 -296.05 0.23 -258.73 0.16 71.42 0.12 "" "" "" "" "" 9.25753774578 18.264 6018203248552235904 3640 351808253 246.71231 -38.212487 246.713720833 -38.2101666667
J1633-6808 (M8) CARN 16 33 48.461 - 68 8 53.09 -218.77 0.17 -314.77 0.27 65.67 0.18 "" "" "" "" "" 5.95342064771 14.853 5809399359010469120 5386 363217993 248.453488 -68.149628 248.451920833 -68.1480805556
J1633-6808 (M8) CARN 16 33 49.138 - 68 8 54.12 -230.82 0.1 -347.4 0.16 65.36 0.1 "" "" "" "" "" 9.130908073 12.739 5809399359009374720 6498 363217995 248.458768 -68.150413 248.454741667 -68.1483666667
J1700+2521 M3.5 CARN 17 0 20.184 + 25 21 5.02 -126.42 0.05 132.32 0.07 44.81 0.04 "" "" "" 36 "" 2.89652926068 10.774 4572753136321939968 3435 236754003 255.0847 25.3508 255.0841 25.3513944444
J1854+1058 M3.5V CARN 18 54 53.856 + 10 58 45.06 29.48 0.3 84.21 0.28 53.88 0.13 "" "" "" 37 "" 5.41645451213 7.916 4311983372324210944 3830 101292533 283.7236 10.9779 283.7244 10.9791833333
J1857-5559 K7Ve CARN 18 57 30.557 - 55 59 35.03 35.49 0.09 -451.19 0.07 81.16 0.08 -16.0 5.0 "" 38 3 4.20550119047 7.099 6637963425888529024 3779 379470817 284.3775 -55.9919 284.377320833 -55.9930638889
J2050-3424 (M5) CARN 20 50 16.582 - 34 24 47.2 335.61 0.13 -296.94 0.1 104.07 0.09 "" "" CARN(82);BPMG(18) "" "" 6.89354165351 10.625 None 3106 89257479 312.5674 -34.4118 312.569091667 -34.4131111111
J2347+2702 M9 CARN 23 47 37.214 + 27 2 7.15 315.16 0.3 15.2 0.19 46.75 0.19 "" "" "" 40 "" 5.50496331446 14.943 None None 269784290 356.903345 27.035223 356.905058333 27.0353194444
J0226-6700 (M6) CARN 2 26 11.544 - 67 0 54.56 145.66 0.14 60.63 0.13 26.22 0.08 "" "" "" "" "" 2.52081440164 14.112 None None 234334620 36.546447 -67.015427 36.5481 -67.0151555556
J0252-2417 (M4) CARN 2 52 29.43 - 24 17 17.71 152.3 2.2 53.4 2.0 28.8 0.97 "" "" "" "" "" 2.23563545962 10.468 None 3512 65483825 43.122 -24.2885 43.122625 -24.2882527778
J0021-4245 M6 CARN 0 21 11.101 - 42 45 40.36 255.05 0.09 -12.53 0.09 37.4 0.07 "" "" "" 41 "" 4.10798634095 13.814 None 3087 7150628 5.2947 -42.7612 5.29625416667 -42.7612111111
J0406+7915 M4.5 CARN 4 6 38.779 + 79 15 55.16 277.25 0.08 -404.46 0.1 73.91 0.06 1.4 0.1 "" 42 4 7.69765758937 11.812 None 3024 397098265 61.6552 79.2671 61.6615791667 79.2653222222
J0501-7856 (M5) CARN 5 1 54.189 - 78 56 10.4 80.16 0.11 172.67 0.13 29.73 0.07 "" "" "" "" "" 3.06020242156 13.3 None 3054 260972843 75.474 -78.937 75.4757875 -78.9362222222
J0516+5640 (M7) CARN 5 16 53.739 + 56 40 12.89 140.54 0.15 -408.28 0.14 68.83 0.11 "" "" "" "" "" 6.6826942305 13.342 None 2793 87378424 79.2228 56.672 79.2239125 56.6702472222
J0519-4506 (L2) CARN 5 19 28.796 - 45 6 38.08 39.5 1.9 63.9 2.5 19.4 1.1 "" "" "" "" "" 1.21552524139 17.659 None None 461840741 79.869788 -45.110886 79.8699833333 -45.1105777778
J0520-3109 (M5) CARN 5 20 4.183 - 31 9 59.37 65.64 0.05 88.96 0.07 29.51 0.03 "" "" "" "" "" 6.18377274904 8.22004 2905965423546047232 4911.5 78012819 80.019258 -31.1672 80.0174291667 -31.1664916667
J0545-6453 (M5) CARN 5 45 0.663 - 64 53 58.86 42.21 0.25 151.0 0.27 24.07 0.13 "" "" "" "" "" 2.23992013061 13.277 4756142368645920640 3132 149542119 86.252331 -64.900278 86.2527625 -64.8996833333
J0558-4849 (M3) CARN 5 58 12.601 - 48 49 54.27 32.11 0.04 163.3 0.04 34.36 0.02 23.5 0.3 "" "" 4 2.64996999609 10.453 None 3541 219147916 89.552305 -48.832466 89.5525041667 -48.8317416667
J0601-3225 M4 CARN 6 1 25.578 - 32 25 9.5 41.08 0.07 140.62 0.08 36.37 0.05 "" "" "" 21 "" 2.20509025012 10.767 2890783229555336704 3783 143209292 90.3564 -32.4199 90.356575 -32.4193055556
J0605-6559 (M6) CARN 6 5 26.147 - 65 59 52.96 30.18 0.19 115.23 0.17 21.33 0.08 "" "" "" "" "" 1.93232899814 14.852 None None 41168549 91.358634 -65.998566 91.3589458333 -65.9980444444
J0608-5703 (M5) CARN 6 8 36.154 - 57 3 37.88 32.64 0.4 153.52 0.39 26.97 0.18 "" "" "" "" "" 2.32403856407 12.826 5495961819795289344 2987 260127241 92.150389 -57.061153 92.1506416667 -57.0605222222
J0633-4750 (M6) CARN 6 33 37.866 - 47 50 43.52 6.47 0.13 96.24 0.15 20.66 0.07 "" "" "" "" "" 1.44987448038 14.878 None None 293778411 98.407691 -47.845821 98.407775 -47.8454222222
J0637-4055 (M5) CARN 6 37 58.429 - 40 55 55.94 1.57 0.11 102.58 0.1 25.94 0.06 "" "" "" "" "" 1.61091792354 13.665 5569783374081666432 None 147948928 99.493447 -40.932653 99.4934541667 -40.9322055556
J0258+2040 (M5) HYA 2 58 6.445 + 20 40 1.34 238.12 0.22 -24.48 0.24 30.59 0.1 26.6 0.4 "" "" 5 3.82581933858 12.296 None 3154 91437381 44.525723 20.667135 44.5268541667 20.6670388889
J0259+2254 (M9) HYA 2 59 44.942 + 22 54 43.75 221.51 0.84 -37.88 0.71 30.09 0.44 "" "" "" "" "" 3.24866675527 15.86 None None 426450237 44.936294 22.912312 44.9372583333 22.9121527778
J0302+1931 (M4) HYA 3 2 9.981 + 19 31 13.37 236.66 0.13 -29.07 0.13 31.28 0.07 "" "" "" "" "" 3.71494486782 11.22 None 3439 426985194 45.5405 19.5205 45.5415875 19.5203805556
J0311+2218 (M5) HYA 3 11 56.663 + 22 18 7.7 228.55 0.2 -42.4 0.16 31.16 0.1 "" "" "" "" "" 3.36715345534 13.536 None 2932 113877334 47.9851 22.3023 47.9860958333 22.3021388889
J0342+1216 M5.2V+L0 HYA 3 42 32.032 + 12 16 22.34 196.95 0.12 -9.14 0.09 30.31 0.07 35.4 0.4 "" 44 4 3.05033598774 11.794 37414250393614208 3272 434131573 55.6326 12.2729 55.6334666667 12.2728722222
J0351+0722 (M5) HYA 3 51 34.387 + 7 22 22.99 173.38 0.2 3.32 0.12 27.64 0.1 "" "" "" "" "" 2.27880542146 12.149 3277175598648938624 3379 345449475 57.8936 7.3736 57.8932791667 7.37305277778
J0351+0722 (M5) HYA 3 51 34.659 + 7 22 25.12 172.27 0.15 3.05 0.09 27.58 0.07 "" "" "" "" "" 2.90522048761 12.149 3277175598648938624 3379 345449475 57.8936 7.3736 57.8944125 7.37364444444
J0352+2028 (M6) HYA 3 52 20.939 + 20 28 40.65 147.95 0.27 -36.28 0.17 23.77 0.14 "" "" "" "" "" 2.2369868808 14.917 None 2897 440704985 58.0866 20.4781 58.0872458333 20.4779583333
J0352+1115 M1 HYA 3 52 34.522 + 11 15 38.7 176.69 0.12 -8.67 0.09 28.6 0.06 "" "" "" 46 "" 2.97711467324 11.34 36629886284568448 3431 345454031 58.143 11.2608 58.1438416667 11.26075
J0353+1719 (M5) HYA 3 53 9.084 + 17 19 44.05 138.98 0.22 -30.08 0.15 23.52 0.1 35.0 4.0 "" "" 5 2.64018342113 13.759 43615324172084224 None 242942053 58.28709 17.32901 58.28785 17.3289027778
J0355+1439 M8.8V HYA 3 55 20.346 + 14 39 29.29 154.17 0.47 -19.93 0.35 27.17 0.25 "" "" "" 2 "" 2.88675473908 15.581 None None 242960146 58.833955 14.658253 58.834775 14.6581361111
J0358+2710 (M8) HYA 3 58 50.653 + 27 10 32.92 140.63 0.62 -59.28 0.36 25.19 0.4 "" "" "" "" "" 2.36699977477 15.833 None None 427740097 59.710371 27.176062 59.7110541667 27.1758111111
J0410+2136 (M6) HYA 4 10 37.618 + 21 36 9.01 114.99 0.23 -40.72 0.17 20.66 0.16 "" "" "" "" "" 1.94709614925 14.497 52640149972478336 3220 15934994 62.6562 21.6027 62.6567416667 21.6025027778
J0411+1505 (M7) HYA 4 11 14.737 + 15 5 10.56 123.28 0.31 -24.86 0.24 22.28 0.18 "" "" "" "" "" 1.81699351239 15.703 None 2848 389053345 62.8109 15.0864 62.8114041667 15.0862666667
J0415+0857 (M5) HYA 4 15 48.203 + 8 57 57.98 131.85 0.14 -3.0 0.1 24.77 0.08 "" "" "" "" "" 2.29667725135 12.279 3300059394854998016 3348 283824622 63.9502 8.9661 63.9508458333 8.96610555556
J0416+2052 (M8) HYA 4 16 56.655 + 20 52 35.65 119.03 0.53 -38.95 0.31 21.44 0.28 "" "" "" "" "" 1.92509170044 15.413 None None 17100156 64.235519 20.876737 64.2360625 20.8765694444
J0419+1402 (M4) HYA 4 19 57.835 + 14 2 40.85 116.1 1.8 -22.9 1.6 21.39 0.72 42.0 4.0 "" "" 5 1.9290989627 11.412 3310634974432619648 3268 435910669 64.990445 14.044817 64.9909791667 14.0446805556
J0427+2058 (M7) HYA 4 27 53.188 + 20 58 52.83 92.17 0.32 -37.1 0.24 18.87 0.17 "" "" "" "" "" 1.51867866071 15.99 144512283572552320 None 17513662 66.971201 20.981507 66.9716166667 20.9813416667
J0428+0756 (M4) HYA 4 28 8.095 + 7 56 44.78 98.78 0.1 1.04 0.07 19.78 0.05 "" "" "" "" "" 1.53343107381 12.482 3287167273126896896 3350 373029223 67.0333 7.9458 67.0337291667 7.94577222222
J0429+2529 M8V HYA 4 29 47.362 + 25 29 17.95 98.04 0.66 -52.22 0.45 20.83 0.32 "" "" "" 47 "" 1.94769682377 15.875 None None 268149801 67.446817 25.488581 67.4473416667 25.4883194444
J0433+1451 (M5) HYA 4 33 52.708 + 14 51 2.75 101.79 0.15 -25.5 0.1 21.99 0.1 33.0 1.0 "" "" 5 1.80492702514 13.771 3309420014084185600 3447 245860434 68.469108 14.850862 68.4696166667 14.8507638889
J0433+0537 (L1) HYA 4 33 56.707 + 5 37 23.65 107.9 1.1 6.59 0.67 21.45 0.74 "" "" "" "" "" 8.20730255807 17.067 3285527695131315712 4284 452784918 68.483992 5.623365 68.4862791667 5.62323611111
J0436+1151 M9 HYA 4 36 27.783 + 11 51 24.06 100.35 0.5 -8.42 0.25 22.89 0.26 "" "" "" 35 "" 1.61552298199 15.624 None None 373140842 69.115313 11.856772 69.1157625 11.8566833333
J0437+2251 (M7) HYA 4 37 5.212 + 22 51 25.66 95.67 0.46 -46.25 0.23 20.99 0.21 "" "" "" "" "" 1.69437688198 15.682 None 2819 118555975 69.2713 22.8574 69.2717166667 22.8571277778
J0440+2536 (M4) HYA 4 40 6.893 + 25 36 44.67 105.17 0.09 -62.96 0.06 23.4 0.04 35.0 3.0 "" "" 5 2.12281428677 11.986 None 3310 150061104 70.02815 25.612696 70.0287208333 25.6124083333
J0440+2325 (M6) HYA 4 40 11.1 + 23 25 13.6 89.51 0.38 -45.84 0.2 19.98 0.16 "" "" "" "" "" 1.5885141628 15.415 146712303261194624 2884 118762383 70.0458 23.4206 70.04625 23.4204444444
J0441+0826 (M5) HYA 4 41 43.076 + 8 26 21.3 106.4 0.11 -1.83 0.06 23.53 0.06 "" "" "" "" "" 1.73054610377 12.455 3292367791328284160 3287 373308741 70.429 8.4392 70.4294833333 8.43925
J0441+0826 (M5) HYA 4 41 43.202 + 8 26 17.1 101.38 0.16 -1.05 0.09 23.66 0.08 "" "" "" "" "" 5.39013240388 12.455 3292367791328284160 3287 373308741 70.429 8.4392 70.4300083333 8.43808333333
J0441+1453 (M9) HYA 4 41 45.261 + 14 53 57.87 98.29 0.97 -22.58 0.51 21.85 0.59 "" "" "" "" "" 1.67730683873 17.586 3309611539560293632 None 245947643 70.438121 14.899526 70.4385875 14.8994083333
J0442+2027 M3.0V HYA 4 42 30.399 + 20 27 10.84 89.32 0.16 -37.72 0.06 20.44 0.06 "" "" "" 8 "" 1.70179671345 11.331 None 3460 61281968 70.6262 20.4532 70.6266625 20.4530111111
J0444+1902 (M5) HYA 4 44 6.792 + 19 2 7.26 88.81 0.2 -34.38 0.1 20.28 0.1 "" "" "" "" "" 1.46445198042 14.325 None 2954 18376490 71.0279 19.0355 71.0283 19.03535
J0444+1442 (M5) HYA 4 44 8.502 + 14 42 53.26 91.45 0.15 -25.15 0.07 21.83 0.08 "" "" "" "" "" 1.52782992649 13.93 3308851429133322496 3457 436573134 71.035 14.7149 71.035425 14.7147944444
J0444+2356 (M5) HYA 4 44 31.721 + 23 56 27.15 86.24 0.14 -48.78 0.06 19.5 0.07 "" "" "" "" "" 1.46452928149 12.806 147022537338341760 3239 385505906 71.1318 23.9411 71.1321708333 23.940875
J0445+1443 (M8) HYA 4 45 13.24 + 14 43 26.32 82.14 0.71 -22.3 0.33 19.67 0.36 "" "" "" "" "" 1.564542984 16.045 None None 436580100 71.304737 14.724105 71.3051666667 14.7239777778
J0445+1503 (M8) HYA 4 45 33.158 + 15 3 2.25 83.87 0.42 -23.24 0.25 20.77 0.23 "" "" "" "" "" 1.64100546554 16.501 3308957845537774976 None 436583779 71.3877 15.050734 71.3881583333 15.050625
J0445+1246 (L1) HYA 4 45 43.827 + 12 46 31.25 99.6 1.3 -16.34 0.67 23.04 0.79 "" "" "" "" "" 9.02418900565 16.075 3296031432790798208 3393 436585160 71.435173 12.775128 71.4326125 12.7753472222
J0446+1846 (M5) HYA 4 46 15.344 + 18 46 28.68 97.94 0.26 -44.36 0.13 22.94 0.15 "" "" "" "" "" 1.59421231102 12.822 None 3203 18479322 71.5635 18.7748 71.5639333333 18.7746333333
J0447+1719 (M7) HYA 4 47 15.061 + 17 19 49.1 95.0 0.28 -30.71 0.16 22.77 0.17 "" "" "" "" "" 1.77539317344 15.191 None None 436614170 71.812269 17.330475 71.8127541667 17.3303055556
J0447+1901 (M3) HYA 4 47 56.721 + 19 1 25.54 73.61 0.08 -30.87 0.05 18.56 0.05 45.0 2.0 "" "" 4 1.25274693127 11.062 None 3777 18547845 71.986 19.0239 71.9863375 19.0237611111
J0447+1901 (M4) HYA 4 47 56.871 + 19 1 28.4 80.26 0.13 -35.0 0.07 18.27 0.08 45.0 2.0 "" "" 5 1.33882880967 11.546 None 3535 18547841 71.9866 19.0247 71.9869625 19.0245555556
J0448+2051 M6V HYA 4 48 22.54 + 20 51 42.75 76.42 0.44 -37.17 0.21 17.9 0.24 "" "" "" 48 "" 1.4192361524 15.053 None None 18585019 72.093534 20.862041 72.0939166667 20.861875
