designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J013055.21-125115.7,22.7300784,-12.8543832,157.7866354,-72.996013,11.017,11.007,11.104,8.734,27,48,11.793,11.231,11.084,22.729999,0.505,-12.854341,0.339,5,21,13.922,14.871,14.43,13.566,13.161,0.037,0.103,0.055,0.043,0.035,20130678,0.31739607354199173
J020407.48-184154.5,31.0312,-18.6984868,189.9873974,-71.2895702,10.519,10.522,10.426,9.189,55,-4,11.317,10.793,10.619,31.031237,0.271,-18.698564,0.09,3,15,13.519,14.663,14.211,13.313,12.874,0.016,0.143,0.26,0.333,0.315,20160941,0.3052183991241168
J005358.74-353720.5,13.4947852,-35.622377,299.4406304,-81.4885787,10.322,10.341,10.207,9.125,-79,25,11.07,10.541,10.417,13.494783,0.142,-35.622373,0.084,3,11,13.142,14.17,13.64,12.777,12.377,0.006,0.034,0,0,0.033,20161768,0.015773626443028904
J011708.34-025607.4,19.2847535,-2.9354121,138.288512,-65.0380744,8.724,8.746,8.684,8.29,99,46,9.574,8.978,8.833,19.284829,0.178,-2.935435,0.242,6,22,12.044,13.194,12.596,11.578,11.095,0.049,0.009,0.042,0.061,0.092,20160278,0.2836861918217133
J000531.58-302051.5,1.3816037,-30.3476569,12.4830639,-79.4395773,10.977,10.969,10.781,9.081,-82,12,11.655,11.142,11.038,1.381618,0.567,-30.347647,0.232,6,100,13.534,14.486,13.987,13.207,12.878,0.039,0.037,0.022,0.05,0.046,20180030,0.05695505113856921
J004336.64-271937.6,10.9026996,-27.3271356,25.9623881,-88.2487217,10.175,10.204,10.199,8.416,65,89,10.896,10.325,10.262,10.90279,0.582,-27.327156,0.113,4,23,12.813,13.751,13.269,12.468,12.156,0.027,0.032,0.02,0.035,0.028,20161428,0.29830235423713847
J003748.18-275119.9,9.4507557,-27.8555318,18.6241256,-86.8900814,9.586,9.597,9.51,8.461,97,-54,10.462,9.874,9.702,9.450782,0.212,-27.855515,0.099,5,31,12.706,13.868,13.295,12.237,11.779,0.03,0.037,0.032,0.026,0.071,20161428,0.10327185782880048
J002822.80-393459.9,7.095018,-39.5833227,322.5265829,-76.6546899,9.767,9.774,9.656,8.383,-43,19,10.547,9.969,9.85,7.09501,0.066,-39.583318,0.044,5,16,12.547,13.498,12.964,12.249,11.765,0.05,0.014,0.017,0.093,0.067,20161872,0.027909753687244274
J003414.20-394306.8,8.5591675,-39.7185774,317.6887917,-76.9126692,9.538,9.544,9.446,8.95,109,-21,10.194,9.734,9.59,8.559205,0.083,-39.718593,0.167,5,25,11.789,12.599,12.181,11.566,11.24,0.124,0.01,0.03,0.072,0.072,20161872,0.11805461072654991
J002705.98-390654.2,6.7749532,-39.1150784,324.3477556,-76.983471,12.473,12.476,11.861,9.099,31,-77,13.058,12.571,12.526,6.774917,0.2,-39.115066,0.151,4,12,13.953,14.539,14.2,13.822,13.702,0,0.055,0.014,0.036,0.066,20161872,0.11052835156255829
J010131.08-310858.9,15.3795,-31.1497114,274.8438843,-85.4159649,10.138,10.162,10.071,8.963,50,98,10.861,10.316,10.21,15.379494,0.239,-31.149728,0.069,10,46,12.613,13.527,13.057,12.304,12.005,0.027,0.017,0.016,0.039,0.062,20161545,0.06255380063003568
J004116.84-381700.0,10.3202029,-38.2833585,313.1042857,-78.6434695,9.785,9.796,9.702,8.6,-11,-54,10.439,9.946,9.816,10.320207,0.04,-38.28336,0.035,2,10,12.253,13.092,12.64,11.975,11.665,0.01,0.015,0.028,0.006,0.015,20131767,0.01278258063937702
J022055.44-074836.8,35.2310184,-7.8102301,174.7247693,-61.3223553,11.208,11.216,10.992,9.191,-46,31,11.919,11.402,11.271,35.230972,0.17,-7.810232,0.116,4,20,13.855,14.839,14.325,13.526,13.131,0.03,0.016,0.008,0.034,0.084,20160417,0.16563176261875515
J002142.21-414002.4,5.4259119,-41.6673522,323.7708134,-74.2359474,10.476,10.486,10.352,8.479,-45,92,11.236,10.703,10.544,5.425918,0.105,-41.667374,0.148,5,21,13.524,14.589,14.037,13.097,12.461,0.077,0.049,0.039,0.083,0.31,20161973,0.08017616723164597
J003726.66-342522.1,9.3610903,-34.4228138,324.4488653,-82.1120292,11.399,11.425,11.306,8.618,-10,-54,12.119,11.568,11.463,9.361112,0.189,-34.422809,0.161,4,20,13.908,14.838,14.342,13.541,13.231,0.046,0.008,0.026,0.044,0.043,20161656,0.06671693434927913
J004635.88-244302.2,11.6495262,-24.717301,98.3719142,-87.3549375,11.908,11.879,11.74,9.006,35,-42,12.45,11.996,11.959,11.649545,0.183,-24.717332,0.4,4,12,13.871,14.492,14.138,13.667,13.435,0.018,0.006,0.024,0.015,0.056,20161310,0.12741374440223527
J015406.35-134435.4,28.5264926,-13.7431747,173.5880687,-70.1723995,11.358,11.379,11.375,9.385,28,3,12.128,11.551,11.454,28.52649,0.181,-13.743222,0.225,7,24,13.966,15.014,14.496,13.612,13.281,0.026,0.019,0.03,0.046,0.024,20160680,0.17052255959639406
J002049.46-275027.5,5.2061125,-27.8409885,25.179527,-83.1742585,10.939,10.965,11.131,8.605,0,0,11.684,11.123,11.024,5.206138,0.23,-27.84101,0.123,4,20,13.54,14.528,14.019,13.191,12.882,0.019,0.047,0.017,0.04,0.036,20161426,0.11216041257885237
J013638.24-114126.2,24.1593392,-11.6906264,159.6205195,-71.2671796,9.814,9.819,9.757,8.886,35,43,10.658,10.09,9.91,24.159348,0.424,-11.69063,0.465,5,25,13.096,14.258,13.681,12.635,12.15,0.019,0.05,0.05,0.015,0.033,20130547,0.03362108746172232
J015010.42-105415.6,27.5434429,-10.9043384,166.1638347,-68.6909602,10.913,10.941,10.771,9.167,-27,-7,11.682,11.115,11.011,27.543421,0.645,-10.904263,0.39,5,21,13.64,14.655,14.117,13.294,12.936,0.05,0.102,0.027,0.051,0.058,20130548,0.2822640411884342
J015010.26-144532.4,27.542767,-14.7590171,173.7458571,-71.5646325,11.896,11.909,11.864,9.251,0,0,12.532,12.017,11.93,27.542736,0.422,-14.759058,0.263,4,20,13.846,14.468,14.162,13.654,13.402,0.035,0.044,0.037,0.032,0.039,20160810,0.18255376899324016
J015326.89-143552.0,28.362062,-14.5977869,175.0943802,-70.8821377,11.764,11.791,11.717,8.749,20,52,12.404,11.888,11.831,28.362072,0.145,-14.597779,0.145,4,20,13.98,14.768,14.382,13.763,13.488,0.021,0.018,0.045,0.023,0.03,20160811,0.044972342275756444
J021825.87-094612.9,34.6078088,-9.770267,176.8239738,-63.1293354,11.093,11.102,11.186,9.331,-17,22,11.771,11.287,11.166,34.607887,0.966,-9.770221,0.636,4,19,13.624,14.557,14.013,13.27,12.924,0.08,0.068,0.089,0.07,0.036,20130551,0.3231015044161158
J022023.76-093919.6,35.0990149,-9.65546,177.3638716,-62.6967104,11.7,11.721,11.671,9.218,-11,54,12.324,11.826,11.746,35.09907,0.587,-9.655464,0.379,4,16,13.79,14.59,14.192,13.574,13.29,0.067,0.053,0.052,0.017,0.012,20130551,0.19607954067864705
J022220.38-090720.1,35.5849341,-9.1222727,177.2241585,-61.9826263,11.265,11.292,11.077,9.37,-8,26,11.918,11.43,11.353,35.584938,0.133,-9.122288,0.136,3,15,13.593,14.421,13.986,13.32,12.98,0.012,0.027,0.034,0.02,0.068,20160550,0.05679765167748919
J000212.23-224138.9,0.5509909,-22.6941594,51.9117377,-77.9961193,11.114,11.131,10.976,9.03,82,-14,11.727,11.261,11.163,0.550984,0.207,-22.694198,0.293,5,25,13.277,14.059,13.628,13.039,12.814,0.028,0.069,0.035,0.04,0.073,20131059,0.14083700592408724
J003542.06-212457.5,8.9252532,-21.4159925,89.9782159,-83.256552,10.178,10.19,10.129,8.847,-51,26,10.811,10.346,10.25,8.925283,0.087,-21.416005,0.057,4,20,12.291,13.01,12.624,12.064,11.826,0.023,0.015,0.016,0.029,0.021,20161062,0.1095425166787851
J004636.20-373933.6,11.6508687,-37.6593528,308.1497754,-79.4198083,9.552,9.551,9.496,9.106,0,0,10.279,9.762,9.648,11.65089,0.07,-37.659355,0.066,4,20,11.929,12.733,12.316,11.663,11.377,0.01,0.02,0.009,0.049,0.014,20161767,0.061218746193289986
J004912.76-253659.0,12.3031847,-25.6164013,104.5617514,-88.4081708,9.94,9.947,9.982,8.388,-76,105,10.708,10.223,10.092,12.303129,0.081,-25.616361,0.073,4,20,12.424,13.277,12.8,12.105,11.774,0.041,0.017,0.014,0.037,0.043,20161310,0.23182042232052702
J013056.95-083320.5,22.7372971,-8.5557182,151.4793506,-69.2079208,11.046,11.041,10.715,8.291,18,-21,11.809,11.242,11.101,22.7373,0.274,-8.555705,0.292,7,31,13.922,15.026,14.484,13.516,13.194,0.032,0.066,0.059,0.037,0.401,20160546,0.04862850670981228
J001953.51-014544.5,4.9729813,-1.7623782,105.0110774,-63.5311732,10.367,10.374,10.244,9.031,-104,36,11.053,10.534,10.46,4.97302,0.099,-1.762389,0.085,4,20,12.838,13.739,13.272,12.533,12.222,0.006,0.067,0.047,0.017,0.045,20160137,0.14457993617908488
J004012.27-192515.2,10.0511301,-19.4209083,103.8526604,-81.8733682,9.432,9.426,9.312,8.898,-39,-132,10.192,9.644,9.513,10.051127,0.089,-19.42094,0.083,4,22,12.189,13.211,12.685,11.829,11.448,0.026,0.035,0.036,0.035,0.069,20161062,0.11460432036485767
J003427.90-241311.1,8.6162861,-24.2197675,69.2501566,-85.1960868,9.481,9.496,9.391,9.008,-125,-58,10.304,9.71,9.544,8.616246,0.134,-24.219772,0.102,4,20,12.685,13.862,13.286,12.181,11.692,0.024,0.034,0.031,0.026,0.059,20161186,0.1326461981270823
J000201.63-443011.9,0.506803,-44.503308,329.4218249,-69.9970717,10.368,10.388,10.359,8.682,0,0,11.007,10.524,10.44,0.506811,0.086,-44.503302,0.077,4,20,12.631,13.438,13.009,12.389,12.1,0.024,0.009,0.017,0.026,0.025,20162070,0.02980721431555903
J001922.23-194242.4,4.8426264,-19.7117955,76.49912,-79.5602829,11.656,11.626,11.36,8.219,NA,NA,12.439,11.879,11.68,4.842833,0.147,-19.713075,0.177,4,20,12.357,13.093,12.711,12.173,12.029,0.015,0.024,0.042,0.022,0.036,20161060,4.659111680525991
J005842.51-254858.9,14.6771498,-25.8163734,174.4628337,-87.9100064,12.274,12.257,12.765,8.488,-95,-56,12.839,12.382,12.304,14.677133,0.149,-25.816382,0.212,3,14,13.991,14.603,14.258,13.825,13.636,0.037,0.019,0.018,0.037,0.072,20161310,0.06263101327553416
J003526.34-361632.1,8.8597505,-36.2756038,322.310635,-80.2428927,12.995,12.961,12.117,8.674,NA,NA,14.313,13.746,13.619,8.859582,0.446,-36.274448,0.072,4,20,12.45,12.93,12.652,12.318,12.207,0.03,0.005,0.017,0.031,0.011,20161766,4.189519690788163
J004013.08-360804.4,10.0545229,-36.1345659,317.0629869,-80.6837168,13.445,13.464,12.431,8.061,NA,NA,14.072,13.495,13.373,10.053894,0.706,-36.135705,0.209,4,19,13.176,13.676,13.374,13.045,12.936,0.029,0.01,0.022,0.032,0.027,20161766,4.489950553180937
J020713.74-122456.3,31.8072634,-12.4156442,176.9976801,-66.9429799,11.16,11.17,11.073,9.08,-79,-24,11.907,11.349,11.18,31.807215,0.485,-12.415722,0.608,6,28,13.718,14.784,14.24,13.442,13.143,0.069,0.141,0.067,0.078,0.083,20160681,0.32772088408249095
J020623.26-071839.7,31.5969288,-7.311037,168.2548123,-63.3794391,10.329,10.343,10.286,9.304,11,-82,11.139,10.56,10.472,31.596959,0.067,-7.31105,0.068,4,20,12.886,13.801,13.354,12.568,12.258,0.048,0.049,0.057,0.036,0.038,20160416,0.1175536655021356
J020618.81-070221.0,31.5783831,-7.0391912,167.8389547,-63.1812524,9.43,9.41,9.299,8.792,-50,21,10.247,9.647,9.519,31.578383,0.156,-7.039192,0.074,4,20,12.444,13.504,12.998,12.038,11.636,0.049,0.083,0.088,0.071,0.088,20160416,0.0029020774700693145
J005220.90-325821.0,13.0871139,-32.9725074,301.0571835,-84.1523704,11.726,11.722,11.476,8.87,27,-48,12.464,11.953,11.86,13.087267,0.843,-32.972497,0.202,10,32,13.946,14.68,14.289,13.751,13.509,0.05,0.036,0.038,0.078,0.065,20161545,0.4638989906408109
J020539.10-091411.5,31.4129285,-9.2365509,170.827075,-64.9560708,11.2,11.223,11.195,8.484,55,7,11.9,11.375,11.277,31.413851,0.688,-9.236082,0.528,4,20,13.904,14.845,14.376,13.522,13.178,0.041,0.034,0.024,0.045,0.03,20160549,3.687056408456199
J022038.32-115007.6,35.1596809,-11.8354515,181.1208666,-64.0848089,10.743,10.749,10.655,8.836,0,0,11.528,10.93,10.796,35.159652,0.491,-11.835437,0.401,6,27,13.852,14.998,14.434,13.401,12.969,0.067,0.072,0.067,0.056,0.074,20130551,0.11442822492909085
J021726.62-090045.3,34.3609463,-9.0125906,175.2508437,-62.7803406,11.384,11.386,11.334,8.65,27,5,11.961,11.502,11.437,34.360936,0.121,-9.012589,0.078,3,15,13.453,14.122,13.782,13.264,13.033,0.03,0.01,0.071,0.01,0.03,20160550,0.03707241201017015
J021552.28-094151.2,33.9678382,-9.6975763,175.7378353,-63.5361934,13.626,13.638,12.754,8.854,NA,NA,14.167,13.712,13.706,33.96672,0.225,-9.697612,0.194,3,15,13.909,14.504,14.209,13.768,13.668,0.02,0.043,0.022,0.037,0.062,20160550,3.970078285555056
J002610.50-505940.9,6.543765,-50.994696,312.6016424,-65.6565358,11.497,11.519,11.471,9.096,49,-25,12.117,11.637,11.55,6.543827,0.126,-50.994716,0.181,4,16,13.639,14.383,13.942,13.434,13.164,0.02,0.016,0.012,0.014,0.057,20162252,0.15785666073438698
J000324.71-534903.4,0.8529884,-53.817628,318.0351515,-61.879726,11.183,11.202,11.051,9.038,-79,27,11.749,11.288,11.248,0.853025,0.086,-53.817625,0.081,11,54,13.19,13.856,13.473,12.99,12.758,0.059,0.038,0.028,0.052,0.05,20162334,0.07853166448979698
J000824.04-555013.3,2.1001815,-55.8370332,315.1320687,-60.2600571,14.65,14.643,12.454,8.229,NA,NA,15.635,15.056,15.048,2.102178,0.424,-55.838354,0.283,9,37,13.284,13.842,13.535,13.167,13.043,0.093,0.034,0.016,0.044,0.059,20162412,6.2368446756596505
J000744.50-553053.4,1.9354404,-55.5148343,315.5300134,-60.5317111,10.923,10.936,10.786,8.771,25,77,11.615,11.113,11.005,1.935467,0.207,-55.514838,0.09,8,35,13.352,14.215,13.76,13.068,12.741,0.038,0.035,0.016,0.025,0.072,20162412,0.055830830421256646
J000558.35-635730.2,1.4931636,-63.9584094,311.0924627,-52.4434195,9.977,9.98,9.869,8.802,-47,30,10.615,10.125,10.037,1.493098,0.066,-63.958412,0.153,2,10,12.237,13.044,12.609,11.995,11.73,0.006,0,0.01,0.017,0.006,20132553,0.10410141892265369
J000438.51-631242.6,1.1604856,-63.2118448,311.6894132,-53.1134038,10.894,10.898,10.855,9.257,-38,40,11.606,11.058,10.963,1.160442,0.08,-63.211838,0.114,2,10,13.498,14.448,13.941,13.184,12.833,0.01,0.025,0.032,0.006,0.027,20132553,0.0748567212428315
J005939.75-154527.7,14.9156559,-15.7577124,132.8803976,-78.4703182,11.068,11.079,10.872,9.02,-52,18,11.735,11.259,11.142,14.915686,0.089,-15.757684,0.128,4,20,13.408,14.172,13.761,13.148,12.779,0.013,0.022,0.023,0.014,0.062,20160806,0.14604431263119527
J005210.10-600609.7,13.0421233,-60.1027159,302.7646495,-57.0252117,9.295,9.32,9.241,8.285,27,6,10.033,9.459,9.362,13.042106,0.113,-60.102737,0.113,7,39,12.001,13.018,12.48,11.585,11.233,0.07,0.058,0.026,0.052,0.053,20162487,0.0820585449217078
J004627.36-601921.4,11.6140404,-60.3226293,304.0578861,-56.7946427,11.451,11.469,11.294,8.982,-116,155,12.209,11.688,11.589,11.613945,0.382,-60.32262,0.354,4,12,13.928,14.847,14.348,13.642,13.297,0.01,0.014,0.006,0.017,0.014,20162555,0.17330714408694659
J002957.82-540901.1,7.4909453,-54.1503252,309.7913785,-62.6909176,11.234,11.247,11.249,8.681,21,18,11.871,11.418,11.332,7.490898,0.12,-54.150328,0.094,5,25,13.53,14.324,13.852,13.288,13.04,0.045,0.042,0.014,0.047,0.07,20162335,0.10023442193699646
J002239.85-543018.2,5.6660722,-54.5050583,311.8767713,-62.1205757,11.535,11.551,11.554,8.998,28,-2,12.16,11.699,11.61,5.666143,0.193,-54.505057,0.18,9,45,13.656,14.432,13.982,13.432,13.126,0.026,0.041,0.025,0.03,0.11,20162413,0.14806523252151155
J011829.15-590354.1,19.6214798,-59.0650468,296.4241552,-57.7200548,11.441,11.454,11.33,8.882,160,-25,12.113,11.619,11.527,19.621427,0.153,-59.06503,0.164,3,14,13.99,14.862,14.405,13.638,13.324,0.014,0.024,0.025,0,0.032,20132489,0.11491624819600084
J011657.31-592422.9,19.2387948,-59.4063821,296.9034367,-57.4221124,10.211,10.233,10.154,8.971,-81,23,10.979,10.407,10.299,19.23874,0.027,-59.406397,0.076,2,9,13.11,14.132,13.607,12.641,12.287,0.008,0.01,0.02,0.008,0,20132489,0.11383481042332898
J001638.08-491236.8,4.1586844,-49.2102314,317.5332002,-66.9195515,9.503,9.521,9.408,8.317,-52,64,10.313,9.714,9.581,4.158641,0.576,-49.210265,0.135,12,54,12.541,13.681,13.041,12.156,11.666,0.107,0.034,0.025,0.108,0.099,20162251,0.15827020961332688
J001739.46-481450.4,4.4144208,-48.24736,317.9863624,-67.8814574,10.772,10.771,10.47,9.159,-118,62,11.524,10.956,10.819,4.414393,0.222,-48.247331,0.165,11,33,13.759,14.852,14.295,13.32,12.828,0.035,0.028,0.014,0.033,0.058,20162163,0.1238583957690644
J000600.12-482455.8,1.500537,-48.415518,322.4406561,-66.9554841,11.435,11.449,11.359,8.825,109,17,12.078,11.619,11.523,1.500577,0.163,-48.415505,0.283,12,59,13.667,14.456,14.024,13.401,13.315,0.06,0.035,0.012,0.063,0.515,20162163,0.10641923479917938
J000902.04-665707.0,2.2585159,-66.9519679,309.3184248,-49.6470711,11.004,11.04,11.031,9.074,-180,135,11.654,11.121,11.055,2.258543,0.181,-66.951965,0.155,2,10,13.402,14.197,13.751,13.154,12.77,0.042,0.011,0.023,0.034,0.026,20132671,0.03959610857806119
J004719.42-591314.5,11.8309306,-59.2207165,303.9223839,-57.8995361,10.754,10.776,10.652,8.969,-58,-94,11.48,10.925,10.814,11.830941,0.096,-59.220722,0.119,3,15,13.189,14.104,13.635,12.929,12.623,0.04,0.048,0.014,0.017,0.014,20162487,0.027552078293837955
J004528.76-584645.2,11.3698425,-58.7792283,304.4026513,-58.3319187,8.206,8.233,8.159,8.142,16,165,8.934,8.404,8.33,11.369852,0.173,-58.779249,0.036,4,16,10.627,11.538,11.093,10.388,10.108,0.034,0.025,0.033,0.024,0.051,20162487,0.0765994861475411
J000035.78-451506.2,0.149114,-45.2517406,328.8360929,-69.2336699,11.04,11.048,10.811,9.134,248,12,11.798,11.212,11.112,0.149186,0.147,-45.251758,0.177,5,22,13.77,14.796,14.293,13.395,13.04,0.036,0.03,0.025,0.017,0.04,20162070,0.19292717250066263
J005650.66-172134.9,14.2111016,-17.3596992,130.4958233,-80.1519909,10.754,10.737,10.604,8.438,-62,-149,11.551,10.958,10.834,14.211061,0.24,-17.359714,0.197,3,15,13.939,15.034,14.504,13.458,12.95,0.025,0.048,0.008,0.022,0.033,20160936,0.14933083207125844
J005512.67-573603.9,13.8028244,-57.6011036,301.9354331,-59.5197616,10.697,10.694,10.521,9.188,28,0,11.448,10.864,10.751,13.802804,0.098,-57.601106,0.14,3,12,13.504,14.483,13.933,13.112,12.721,0.065,0.052,0.018,0.008,0.033,20162487,0.0402872949170058
J005855.97-565731.9,14.7332157,-56.9588818,300.879913,-60.1394135,11.033,11.048,10.94,9.01,-89,77,11.716,11.19,11.117,14.733241,0.209,-56.95892,0.228,4,20,13.384,14.205,13.749,13.138,12.855,0.043,0.022,0.019,0.005,0.032,20162414,0.14621188734005125
J005223.12-580408.8,13.0963509,-58.0691329,302.6882565,-59.0585852,9.567,9.589,9.502,9.072,40,38,10.324,9.783,9.661,13.096231,0.673,-58.069158,0.107,3,14,11.975,12.732,12.3,11.689,11.442,0.032,0.023,0.022,0.063,0.032,20162487,0.24552466742373458
J003701.44-555841.0,9.2560091,-55.97806,307.0959238,-61.0334201,10.766,10.781,10.682,8.851,135,28,11.422,10.904,10.831,9.256047,0.131,-55.978034,0.085,3,17,13.186,14.015,13.603,12.909,12.623,0.031,0.061,0.088,0.042,0.026,20162413,0.1207836771179393
J001041.63-551300.6,2.6734912,-55.2168424,314.9242558,-60.9525383,11.133,11.142,11.268,8.608,66,20,11.775,11.261,11.195,2.673505,0.208,-55.216844,0.129,7,32,13.455,14.235,13.831,13.187,12.896,0.039,0.05,0.02,0.031,0.039,20162412,0.02892046126458461
J000609.02-623802.0,1.5376047,-62.6338966,311.7033994,-53.7162465,9.315,9.337,9.243,8.759,25,-49,10.034,9.497,9.396,1.537599,0.043,-62.633909,0.069,2,10,11.928,12.868,12.371,11.625,11.271,0.006,0,0.011,0.02,0.026,20132553,0.045625672614742235
J001043.62-521451.5,2.6817677,-52.2476515,317.088883,-63.747088,10.988,11.017,10.928,8.649,-96,-54,11.679,11.142,11.045,2.681763,0.386,-52.247668,0.093,11,52,13.411,14.293,13.834,13.136,12.848,0.046,0.044,0.02,0.04,0.046,20162334,0.06029655316868622
J002441.54-563519.1,6.1731066,-56.5886627,310.3337133,-60.1534889,9.909,9.943,9.839,8.983,49,-99,10.603,10.051,9.971,6.173111,0.06,-56.588705,0.107,8,39,12.38,13.254,12.782,12.08,11.744,0.048,0.021,0.022,0.044,0.044,20162413,0.15252958935753225
J002508.39-560836.7,6.2849811,-56.1435376,310.3983134,-60.6017709,11.383,11.392,11.093,8.853,-55,57,12.071,11.571,11.449,6.285007,0.18,-56.143524,0.167,9,40,13.992,14.946,14.439,13.666,13.293,0.053,0.028,0.007,0.04,0.058,20162413,0.07138207108105739
J002353.49-664921.0,5.9729047,-66.8225184,307.1492184,-50.079476,8.559,8.59,8.51,8.398,-125,148,9.238,8.713,8.629,5.972943,0.061,-66.822534,0.056,4,8,10.815,11.61,99.999,99.999,10.305,0.006,0.008,9.999,9.999,0.021,20132616,0.07809507042608113
J001808.84-552539.7,4.5368417,-55.427722,312.7059436,-61.0642143,10.427,10.424,10.345,9.164,16,22,11.262,10.72,10.515,4.536844,0.37,-55.427701,0.168,7,19,13.759,14.91,14.318,13.288,12.783,0.039,0.036,0.023,0.044,0.047,20162412,0.07574586080525221
J002439.71-660648.8,6.1654803,-66.1135697,307.2140397,-50.7913852,9.988,9.991,9.983,9.009,-24,13,10.733,10.256,10.131,6.165344,0.041,-66.113634,0.081,2,10,12.576,13.513,13.014,12.253,11.939,0.008,0.016,0.006,0.028,0.014,20132616,0.305057468271369
J002317.97-511823.2,5.8248762,-51.3064709,313.4660252,-65.2423239,11.758,11.776,11.724,9.037,0,0,12.392,11.918,11.83,5.824925,0.107,-51.30648,0.117,4,20,13.896,14.724,14.268,13.665,13.42,0.033,0.042,0.021,0.035,0.06,20162252,0.11460897392011193
J011321.97-613952.2,18.3415688,-61.6645148,298.3669744,-55.2688653,10.265,10.267,10.207,8.728,1,28,11.09,10.52,10.393,18.341578,0.05,-61.664523,0.086,2,10,12.869,13.744,13.286,12.559,12.239,0.041,0.067,0.067,0.052,0.054,20132556,0.03344464539011601
J010135.93-581815.6,15.3997462,-58.304359,300.3574394,-58.7729861,10.324,10.338,10.299,8.904,-83,0,11.054,10.553,10.449,15.399961,0.953,-58.304412,0.161,3,14,12.928,13.805,13.311,12.644,12.242,0.036,0.011,0.018,0.158,0.01,20162487,0.44885771224007626
J005933.38-591543.5,14.8891205,-59.2620984,300.9832948,-57.8353396,11.104,11.129,10.957,8.475,0,0,11.859,11.266,11.197,14.889089,0.13,-59.262126,0.174,4,19,13.902,14.917,14.398,13.493,13.128,0.017,0.033,0.012,0.021,0.017,20162487,0.11502945264375944
J005229.53-594711.2,13.1230629,-59.786449,302.6861173,-57.3412129,11.188,11.184,10.592,9.038,-142,83,11.935,11.463,11.363,13.122953,0.106,-59.786423,0.098,5,29,13.453,14.238,13.795,13.207,12.945,0.066,0.041,0.016,0.013,0.027,20162487,0.22000018210367844
J003135.15-522058.5,7.8964841,-52.3496067,309.9843014,-64.5058795,11.015,11.054,10.956,8.897,-55,-103,11.703,11.182,11.137,7.896555,0.178,-52.349618,0.11,5,25,13.322,14.186,13.746,13.031,12.794,0.029,0.032,0.016,0.031,0.079,20162335,0.16113092526217526
J001313.97-580134.5,3.3082395,-58.0262713,312.5798116,-58.3805342,10.603,10.635,10.623,8.643,209,-49,11.35,10.785,10.694,3.308233,0.081,-58.026279,0.062,4,16,13.389,14.377,13.886,12.963,12.626,0.042,0.023,0.024,0.024,0,20132413,0.030363390897570917
